,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luka Dončić,39:38,12,30,.400,2,8,.250,7,11,.636,5,13,18,13,2,0,3,5,33,-13
1,Josh Green,37:45,5,11,.455,4,7,.571,0,0,,1,6,7,1,0,0,3,4,14,-9
2,Kyrie Irving,35:50,9,20,.450,3,7,.429,2,2,1.000,0,6,6,3,2,0,1,3,23,0
3,Derrick Jones Jr.,25:18,2,7,.286,1,3,.333,0,0,,0,2,2,3,0,0,1,1,5,-6
4,Dereck Lively II,24:33,3,3,1.000,0,0,,0,0,,4,4,8,1,0,2,1,2,6,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Tim Hardaway Jr.,31:57,8,13,.615,4,7,.571,0,0,,0,2,2,1,0,0,0,2,20,-3
7,Maxi Kleber,25:31,3,7,.429,0,3,.000,1,1,1.000,0,2,2,0,0,2,1,2,7,-1
8,Grant Williams,17:46,1,5,.200,0,4,.000,0,0,,0,3,3,2,0,0,0,1,2,-3
9,Jaden Hardy,1:42,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
10,Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,,,,,
11,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Olivier-Maxence Prosper,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Brandon Williams,Did Not Play,,,,,,,,,,,,,,,,,,,
