,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,40:55,11,21,.524,2,8,.250,15,19,.789,0,11,11,5,3,2,0,4,39,+27
1,Jrue Holiday,38:17,6,13,.462,5,12,.417,0,0,,0,7,7,6,0,1,1,2,17,+19
2,Jaylen Brown,36:33,13,22,.591,2,7,.286,6,9,.667,1,2,3,4,0,2,0,5,34,-6
3,Derrick White,34:29,2,12,.167,1,7,.143,1,2,.500,0,4,4,1,2,1,1,3,6,-11
4,Al Horford,31:14,4,7,.571,3,6,.500,0,0,,1,5,6,3,1,0,1,2,11,+8
5,player,,,,,,,,,,,,,,,,,,,,
6,Payton Pritchard,24:30,2,7,.286,1,4,.250,0,0,,1,6,7,6,1,1,1,1,5,+16
7,Luke Kornet,18:38,1,3,.333,0,0,,0,0,,1,4,5,1,0,1,2,2,2,-4
8,Sam Hauser,15:24,2,3,.667,1,2,.500,0,0,,1,0,1,0,0,0,0,1,5,-4
9,Dalano Banton,Did Not Play,,,,,,,,,,,,,,,,,,,
10,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Neemias Queta,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jordan Walsh,Did Not Play,,,,,,,,,,,,,,,,,,,
