,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kawhi Leonard,31:16,11,14,.786,2,3,.667,7,7,1.000,0,4,4,3,1,1,1,0,31,+21
1,Terance Mann,29:48,3,6,.500,2,3,.667,2,2,1.000,1,4,5,2,1,0,1,1,10,+7
2,James Harden,28:18,4,9,.444,0,4,.000,7,7,1.000,0,6,6,7,2,0,2,3,15,+26
3,Ivica Zubac,22:47,3,5,.600,0,0,,0,1,.000,0,9,9,0,0,0,1,4,6,+17
4,Paul George,15:50,3,7,.429,2,5,.400,1,1,1.000,0,6,6,1,2,0,3,0,9,+14
5,player,,,,,,,,,,,,,,,,,,,,
6,Norman Powell,27:17,5,11,.455,2,4,.500,3,3,1.000,0,1,1,2,0,0,1,1,15,+26
7,Kobe Brown,24:19,3,5,.600,1,3,.333,0,0,,1,5,6,0,0,1,1,5,7,-3
8,Russell Westbrook,20:01,4,8,.500,0,1,.000,0,0,,2,5,7,3,0,0,4,0,8,+12
9,Daniel Theis,16:20,4,8,.500,0,1,.000,0,0,,1,2,3,0,1,0,0,2,8,+15
10,Bones Hyland,8:45,2,8,.250,2,4,.500,0,0,,0,1,1,1,0,0,0,0,6,-12
11,Amir Coffey,8:45,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-12
12,Xavier Moon,6:34,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,0,1,1,2,-11
13,P.J. Tucker,Did Not Play,,,,,,,,,,,,,,,,,,,
