,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Spencer Dinwiddie,33:12,.453,.433,.400,.067,0.0,8.9,4.5,31.5,5.8,0.0,11.5,20.7,112,92,2.8
1,Mikal Bridges,30:29,.680,.667,.200,.067,3.4,9.6,6.6,13.2,0.0,5.4,11.5,22.5,132,100,6.5
2,Cam Thomas,29:17,.428,.421,.211,.105,0.0,6.7,3.4,17.0,1.6,2.8,9.1,29.4,97,99,-5.2
3,Nic Claxton,26:24,.732,.750,.000,.250,15.5,40.8,28.4,0.0,0.0,6.3,10.1,14.7,142,90,2.3
4,Cameron Johnson,24:43,.438,.438,.625,.000,8.3,11.9,10.1,0.0,0.0,0.0,11.1,14.3,98,103,-10.7
5,player,,,,,,,,,,,,,,,,
6,Royce O'Neale,26:20,.597,.550,.900,.200,7.8,22.3,15.2,21.3,1.8,3.1,0.0,16.3,156,94,11.7
7,Dorian Finney-Smith,26:00,.633,.500,.800,.600,7.9,3.8,5.8,0.0,1.8,0.0,0.0,9.6,157,102,-0.5
8,Day'Ron Sharpe,19:33,.558,.538,.000,.077,26.1,30.1,28.1,29.9,2.4,4.2,13.0,31.1,124,89,8.6
9,Trendon Watford,19:04,.592,.400,.200,.800,0.0,10.3,5.2,11.2,0.0,0.0,0.0,14.0,149,103,-2.2
10,Harry Giles,4:57,.581,.667,.167,.333,41.3,0.0,20.2,0.0,0.0,16.7,0.0,54.7,123,97,15.7
11,Dennis Smith Jr.,Did Not Dress,,,,,,,,,,,,,,,
12,Lonnie Walker IV,Did Not Dress,,,,,,,,,,,,,,,
