,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Devin Vassell,32:18,.503,.472,.333,.111,0.0,9.9,4.9,15.3,1.5,0.0,9.6,27.8,92,115,-4.1
1,Tre Jones,31:11,.720,.727,.364,.455,0.0,6.8,3.4,30.6,0.0,0.0,18.5,22.4,119,118,1.7
2,Jeremy Sochan,28:48,.429,.429,.286,.000,0.0,18.5,9.2,13.9,1.6,0.0,22.2,13.5,77,113,-6.9
3,Victor Wembanyama,27:48,.628,.654,.385,.231,0.0,49.9,24.7,17.9,1.7,3.5,17.3,26.8,97,106,6.7
4,Julian Champagnie,19:27,.429,.429,.714,.000,16.1,11.0,13.6,20.5,4.8,0.0,0.0,15.5,116,107,5.4
5,player,,,,,,,,,,,,,,,,
6,Keldon Johnson,24:31,.335,.300,.400,.100,12.8,13.1,12.9,0.0,0.0,4.0,0.0,18.3,83,114,-10.6
7,Cedi Osman,21:35,.571,.571,.571,.000,0.0,24.7,12.2,0.0,0.0,0.0,0.0,14.0,103,116,-4.0
8,Zach Collins,16:49,.581,.500,.167,.333,0.0,25.4,12.5,26.4,0.0,0.0,12.7,20.2,112,116,-3.6
9,Blake Wesley,15:40,.665,1.000,.000,2.000,0.0,6.8,3.4,52.7,3.0,0.0,21.0,13.1,132,111,3.3
10,Doug McDermott,10:19,.500,.500,1.000,.000,0.0,10.3,5.1,0.0,0.0,0.0,0.0,12.5,92,118,-7.9
11,Malaki Branham,8:11,.375,.375,.500,.000,0.0,13.0,6.4,16.7,0.0,0.0,33.3,31.6,54,117,-20.6
12,Sandro Mamukelashvili,3:23,.500,.500,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.5,131,119,20.3
13,Devonte' Graham,Did Not Play,,,,,,,,,,,,,,,
