,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Keldon Johnson,30:47,.543,.429,.286,.714,0.0,4.3,1.9,8.4,0.0,0.0,0.0,12.0,124,133,-7.8
1,Victor Wembanyama,24:56,.548,.471,.294,.412,17.5,37.4,26.5,13.5,10.9,12.6,13.0,37.2,107,94,11.0
2,Malaki Branham,24:47,.682,.682,.455,.000,4.4,5.4,4.8,19.1,1.8,0.0,0.0,17.8,140,128,3.2
3,Zach Collins,20:39,.500,.500,.444,.000,10.6,12.9,11.6,21.3,2.2,0.0,30.8,25.3,82,126,-10.9
4,Jeremy Sochan,17:10,.333,.333,.167,.000,0.0,15.5,7.0,23.0,0.0,0.0,33.3,21.1,60,131,-15.2
5,player,,,,,,,,,,,,,,,,
6,Devin Vassell,26:14,.707,.692,.538,.077,0.0,5.1,2.3,18.8,1.7,0.0,0.0,20.6,140,129,5.7
7,Tre Jones,22:20,.563,.500,.125,.250,0.0,23.9,10.7,38.6,0.0,0.0,10.1,17.8,124,129,-4.4
8,Julian Champagnie,16:48,.666,.688,.750,.500,0.0,7.9,3.6,9.3,0.0,4.7,0.0,23.3,128,129,4.9
9,Cedi Osman,15:51,.518,.300,.600,.800,6.9,16.8,11.4,23.3,0.0,0.0,30.7,24.7,93,130,-10.5
10,Charles Bassey,15:15,.712,.600,.000,.600,14.3,35.0,23.6,19.3,0.0,5.2,13.7,19.3,140,123,1.7
11,Doug McDermott,12:08,.000,.000,1.000,.000,0.0,0.0,0.0,9.4,0.0,0.0,0.0,6.6,33,134,-15.0
12,Devonte' Graham,6:32,.500,.500,.500,.000,0.0,0.0,0.0,63.6,0.0,0.0,0.0,12.3,146,134,1.9
13,Sandro Mamukelashvili,6:32,,,,,0.0,0.0,0.0,35.0,7.0,0.0,,0.0,233,118,7.2
