,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Paolo Banchero,32:07,5,12,.417,0,1,.000,4,4,1.000,1,7,8,6,0,1,3,0,14,-12
1,Jalen Suggs,24:43,5,13,.385,2,5,.400,4,4,1.000,0,2,2,2,1,1,1,1,16,-11
2,Chuma Okeke,20:04,3,4,.750,1,1,1.000,1,2,.500,0,1,1,0,1,0,1,3,8,-8
3,Goga Bitadze,15:35,1,2,.500,0,1,.000,0,0,,0,2,2,1,1,1,1,4,2,-12
4,Caleb Houstan,15:17,0,3,.000,0,2,.000,0,0,,2,0,2,0,0,0,1,0,0,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,Wendell Carter Jr.,26:02,9,13,.692,1,2,.500,6,7,.857,6,5,11,0,0,0,3,4,25,+2
7,Joe Ingles,22:14,3,6,.500,3,3,1.000,0,0,,0,1,1,3,0,0,0,2,9,-6
8,Markelle Fultz,22:00,3,6,.500,0,0,,1,1,1.000,1,0,1,3,0,0,1,3,7,-9
9,Cole Anthony,20:35,0,5,.000,0,1,.000,3,3,1.000,0,1,1,3,0,0,4,3,3,-12
10,Anthony Black,12:41,1,2,.500,1,2,.500,4,4,1.000,0,3,3,3,0,1,0,2,7,-2
11,Jonathan Isaac,12:40,3,7,.429,1,3,.333,0,0,,1,2,3,1,0,1,0,0,7,-3
12,Moritz Wagner,6:23,1,1,1.000,0,0,,2,2,1.000,0,0,0,2,0,0,0,0,4,-5
13,Jett Howard,3:13,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,0,5,0
14,Trevelin Queen,3:13,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0
15,Kevon Harris,3:13,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,0
