,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jamal Murray,34:07,.648,.633,.333,.067,0.0,6.1,3.4,32.7,0.0,0.0,11.5,22.0,135,121,3.7
1,Michael Porter Jr.,33:23,.751,.750,.417,.250,3.9,28.1,17.3,3.7,1.5,2.6,7.0,18.4,142,111,6.5
2,Nikola Jokić,32:11,.720,.676,.118,.235,12.1,22.7,18.0,62.2,0.0,2.7,9.6,27.7,158,115,22.1
3,Kentavious Caldwell-Pope,31:00,.611,.611,.667,.000,0.0,6.7,3.7,10.6,3.2,0.0,0.0,12.5,139,114,5.1
4,Aaron Gordon,30:59,.563,.583,.167,.250,12.6,6.7,9.3,7.9,0.0,0.0,13.1,21.3,112,121,-4.6
5,player,,,,,,,,,,,,,,,,
6,Reggie Jackson,24:21,.600,.600,.500,.000,0.0,8.6,4.8,0.0,2.0,0.0,23.1,23.0,86,116,-6.6
7,Christian Braun,16:43,.410,.375,1.000,.500,7.8,31.2,20.8,0.0,0.0,0.0,38.1,20.3,60,116,-15.0
8,Peyton Watson,15:05,.571,.571,.571,.000,8.6,13.8,11.5,0.0,3.2,5.7,0.0,20.0,124,107,5.4
9,DeAndre Jordan,13:53,1.042,1.000,.000,1.000,9.3,45.1,29.2,8.0,0.0,6.2,0.0,8.9,220,108,12.4
10,Collin Gillespie,1:56,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,200,120,3.8
11,Justin Holiday,1:56,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.2,0,123,-29.8
12,Jay Huff,1:56,,,,,0.0,54.0,29.9,0.0,0.0,0.0,,0.0,0,109,-10.2
13,Zeke Nnaji,1:56,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,123,-29.6
14,Braxton Key,0:34,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,75.9,0,123,-88.6
