,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Trae Young,36:09,6,19,.316,2,10,.200,7,9,.778,1,1,2,10,1,1,1,5,21,-23
1,Jalen Johnson,35:52,2,7,.286,1,3,.333,0,0,,0,6,6,3,0,2,4,3,5,-23
2,Dejounte Murray,31:06,4,15,.267,1,6,.167,4,4,1.000,0,5,5,3,0,0,2,1,13,-22
3,Saddiq Bey,26:49,5,13,.385,2,7,.286,4,4,1.000,6,1,7,0,4,0,1,1,16,-15
4,Clint Capela,24:13,2,8,.250,0,0,,0,0,,2,6,8,0,0,1,0,1,4,-10
5,player,,,,,,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,23:45,5,13,.385,3,8,.375,1,1,1.000,1,2,3,2,3,0,0,2,14,-20
7,Onyeka Okongwu,19:00,3,5,.600,0,0,,3,5,.600,6,4,10,1,0,3,2,4,9,-19
8,Garrison Mathews,15:25,3,6,.500,2,5,.400,0,2,.000,0,2,2,1,0,0,1,1,8,-4
9,Trent Forrest,13:20,1,4,.250,0,0,,2,4,.500,0,2,2,1,1,0,2,1,4,-7
10,Bruno Fernando,4:47,1,1,1.000,0,0,,2,2,1.000,0,2,2,0,0,0,1,0,4,+1
11,Seth Lundy,4:47,0,1,.000,0,0,,1,2,.500,0,2,2,0,0,0,0,1,1,+1
12,AJ Griffin,4:47,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+1
13,Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,
