,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Davis,39:09,.771,.735,.118,.588,10.7,41.9,24.8,44.0,4.9,5.8,8.5,25.6,151,97,24.5
1,LeBron James,38:46,.540,.500,.190,.333,0.0,9.8,4.4,30.2,3.7,2.9,4.0,27.7,112,107,8.1
2,Taurean Prince,33:12,.500,.500,.667,.000,0.0,7.6,3.4,4.4,4.4,0.0,25.0,15.5,72,107,-3.0
3,Jarred Vanderbilt,26:43,.508,.429,.286,.286,3.9,18.9,10.7,5.7,3.6,0.0,0.0,12.6,114,107,-2.1
4,Cam Reddish,22:27,.286,.286,.143,.000,4.6,11.3,7.6,26.1,0.0,0.0,0.0,13.4,88,117,-4.2
5,player,,,,,,,,,,,,,,,,
6,Austin Reaves,29:05,.330,.182,.455,.545,3.6,4.3,3.9,0.0,0.0,0.0,6.8,21.6,71,118,-14.9
7,D'Angelo Russell,20:16,.434,.250,.250,1.000,0.0,6.2,2.8,20.5,0.0,0.0,14.8,14.3,93,118,-8.4
8,Rui Hachimura,17:03,.296,.250,.125,.125,6.1,0.0,3.4,0.0,0.0,0.0,0.0,21.2,70,119,-13.0
9,Christian Wood,13:19,.717,.750,.500,.500,0.0,47.4,21.5,0.0,0.0,8.6,29.1,22.1,87,105,0.7
10,Max Christie,Did Not Play,,,,,,,,,,,,,,,
11,Jaxson Hayes,Did Not Play,,,,,,,,,,,,,,,
12,Jalen Hood-Schifino,Did Not Play,,,,,,,,,,,,,,,
