,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Vassell,35:05,7,16,.438,2,9,.222,1,1,1.000,0,5,5,7,4,1,1,0,17,+18
1,Jeremy Sochan,30:34,6,10,.600,0,2,.000,4,5,.800,1,6,7,3,0,1,2,4,16,+17
2,Malaki Branham,28:31,4,10,.400,3,6,.500,2,2,1.000,2,3,5,4,1,0,2,5,13,+4
3,Victor Wembanyama,24:21,9,14,.643,2,4,.500,10,10,1.000,0,6,6,6,0,7,1,0,30,+18
4,Julian Champagnie,14:22,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,2,1,1,0,2,+8
5,player,,,,,,,,,,,,,,,,,,,,
6,Keldon Johnson,31:04,4,11,.364,1,6,.167,0,0,,0,3,3,2,1,0,2,5,9,+1
7,Tre Jones,25:48,2,6,.333,0,2,.000,4,4,1.000,3,2,5,6,1,0,1,0,8,+1
8,Zach Collins,16:41,4,9,.444,0,2,.000,3,4,.750,1,6,7,2,0,0,1,6,11,+7
9,Doug McDermott,15:57,3,4,.750,2,3,.667,0,0,,0,1,1,1,0,0,0,0,8,-3
10,Cedi Osman,15:33,2,3,.667,0,0,,0,0,,0,2,2,2,0,0,0,0,4,-2
11,Sandro Mamukelashvili,1:02,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2
12,Blake Wesley,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
