,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,31:32,10,21,.476,3,8,.375,8,9,.889,0,4,4,5,2,1,4,0,31,+12
1,Jalen Williams,30:40,7,14,.500,1,4,.250,0,0,,0,4,4,7,0,0,1,3,15,+22
2,Chet Holmgren,30:16,9,16,.563,2,6,.333,0,0,,2,11,13,0,1,2,0,1,20,+18
3,Luguentz Dort,25:35,1,6,.167,0,3,.000,2,2,1.000,0,2,2,0,0,1,0,3,4,+9
4,Josh Giddey,22:40,2,4,.500,0,1,.000,0,0,,0,5,5,6,1,1,1,0,4,+13
5,player,,,,,,,,,,,,,,,,,,,,
6,Cason Wallace,20:40,5,10,.500,2,5,.400,0,0,,1,1,2,1,4,0,0,1,12,+18
7,Aaron Wiggins,17:14,3,5,.600,2,2,1.000,0,0,,0,2,2,1,0,0,1,1,8,+11
8,Vasilije Micić,16:38,1,2,.500,0,0,,1,1,1.000,0,2,2,1,0,0,2,0,3,+12
9,Jaylin Williams,14:41,0,2,.000,0,1,.000,0,0,,1,5,6,1,1,0,0,2,0,+1
10,Kenrich Williams,13:03,4,5,.800,0,1,.000,0,0,,1,3,4,0,1,0,1,0,8,+1
11,Isaiah Joe,12:31,0,3,.000,0,2,.000,2,2,1.000,1,0,1,0,1,0,1,0,2,+7
12,Keyontae Johnson,2:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
13,Lindy Waters III,2:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
14,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Aleksej Pokusevski,Did Not Play,,,,,,,,,,,,,,,,,,,
