,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,29:08,.421,.409,.273,.182,3.7,5.1,4.3,29.6,0.0,0.0,7.8,18.5,105,134,-6.9
1,Alperen Şengün,28:34,.581,.528,.222,.333,3.7,21.0,10.9,6.8,3.3,0.0,0.0,30.2,124,124,4.7
2,Jalen Green,25:38,.551,.550,.600,.100,4.2,23.4,12.2,22.5,1.8,0.0,8.7,37.4,107,127,6.5
3,Jae'Sean Tate,23:57,1.167,1.167,.333,.000,4.5,6.3,5.2,5.9,2.0,0.0,0.0,5.2,234,129,1.7
4,Jabari Smith Jr.,22:12,.666,.500,.600,.800,0.0,20.3,8.4,0.0,4.2,0.0,12.9,14.6,120,122,-0.8
5,player,,,,,,,,,,,,,,,,
6,Tari Eason,25:26,.436,.417,.667,.333,0.0,17.7,7.4,10.4,9.3,0.0,12.7,13.0,89,111,2.0
7,Aaron Holiday,24:09,.468,.423,.615,.154,0.0,12.4,5.2,12.4,0.0,0.0,12.6,27.5,90,133,-9.0
8,Cam Whitmore,17:50,.761,.786,.571,.286,0.0,8.4,3.5,0.0,0.0,5.5,11.3,20.8,125,130,2.7
9,Amen Thompson,17:05,.167,.167,.167,.000,12.5,17.6,14.6,22.7,0.0,5.7,0.0,14.7,82,128,-7.7
10,Jock Landale,12:00,.512,.500,.000,.500,26.7,25.0,26.0,0.0,0.0,0.0,0.0,17.0,130,131,-5.9
11,Jeff Green,7:26,.333,.333,.333,.000,0.0,20.2,8.4,19.3,0.0,13.2,25.0,22.5,63,123,-11.9
12,Reggie Bullock,6:35,,,,,0.0,0.0,0.0,18.2,0.0,0.0,,0.0,243,135,-3.3
13,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,
