,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Nikola Jokić,42:09,14,31,.452,3,8,.375,7,11,.636,6,13,19,8,3,0,3,3,38,-12
1,Kentavious Caldwell-Pope,39:16,7,15,.467,1,5,.200,5,5,1.000,3,2,5,3,3,0,2,4,20,-7
2,Aaron Gordon,39:01,0,12,.000,0,4,.000,2,4,.500,3,4,7,2,0,0,1,1,2,-9
3,Michael Porter Jr.,37:10,6,14,.429,2,8,.250,0,0,,1,6,7,1,1,2,1,1,14,-8
4,Reggie Jackson,25:18,1,7,.143,0,2,.000,0,0,,2,2,4,3,0,1,6,0,2,-26
5,player,,,,,,,,,,,,,,,,,,,,
6,Christian Braun,25:48,3,9,.333,0,0,,1,1,1.000,0,3,3,0,0,0,0,1,7,-2
7,Justin Holiday,12:44,1,2,.500,1,2,.500,0,0,,0,0,0,0,1,0,0,2,3,+9
8,Julian Strawther,5:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-15
9,Peyton Watson,5:47,0,3,.000,0,1,.000,0,0,,1,0,1,0,0,1,0,1,0,-18
10,Zeke Nnaji,3:49,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0
11,Collin Gillespie,3:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-7
12,DeAndre Jordan,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Braxton Key,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Jalen Pickett,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Hunter Tyson,Did Not Play,,,,,,,,,,,,,,,,,,,
