,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luguentz Dort,37:26,4,14,.286,1,7,.143,0,0,,5,3,8,1,1,3,0,2,9,+8
1,Shai Gilgeous-Alexander,36:38,14,22,.636,3,5,.600,5,8,.625,0,6,6,7,1,0,0,5,36,+3
2,Chet Holmgren,32:43,5,9,.556,3,5,.600,1,2,.500,0,3,3,7,0,4,1,1,14,+4
3,Jalen Williams,31:22,6,9,.667,2,2,1.000,2,2,1.000,0,1,1,1,3,2,5,3,16,+2
4,Josh Giddey,26:53,8,14,.571,4,7,.571,3,3,1.000,1,7,8,6,0,0,3,0,23,+10
5,player,,,,,,,,,,,,,,,,,,,,
6,Cason Wallace,17:24,2,3,.667,1,2,.500,0,0,,1,0,1,3,1,0,0,3,5,-14
7,Kenrich Williams,13:26,1,3,.333,0,1,.000,0,0,,3,1,4,2,0,0,0,4,2,-1
8,Aaron Wiggins,12:49,1,3,.333,0,1,.000,2,2,1.000,0,1,1,1,1,0,0,1,4,+4
9,Isaiah Joe,12:32,4,5,.800,2,3,.667,0,0,,0,3,3,0,0,0,1,1,10,-4
10,Vasilije Micić,10:45,1,5,.200,1,4,.250,0,0,,0,1,1,5,0,0,0,2,3,+4
11,Jaylin Williams,8:02,2,4,.500,1,3,.333,0,0,,0,2,2,1,0,1,0,0,5,+4
12,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Tre Mann,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Aleksej Pokusevski,Did Not Play,,,,,,,,,,,,,,,,,,,
