,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Rudy Gobert,32:58,6,7,.857,0,0,,1,3,.333,3,9,12,1,2,2,1,2,13,+22
1,Anthony Edwards,32:33,8,17,.471,2,5,.400,6,6,1.000,0,3,3,5,2,0,5,2,24,+14
2,Karl-Anthony Towns,31:20,8,17,.471,1,4,.250,5,5,1.000,2,6,8,6,0,1,4,2,22,+11
3,Jaden McDaniels,29:47,7,10,.700,2,3,.667,0,0,,0,3,3,0,1,0,0,1,16,+14
4,Mike Conley,25:00,3,8,.375,2,5,.400,0,0,,0,2,2,5,0,0,0,3,8,+13
5,player,,,,,,,,,,,,,,,,,,,,
6,Naz Reid,24:46,6,11,.545,3,6,.500,1,2,.500,1,6,7,2,0,1,0,1,16,+21
7,Kyle Anderson,17:35,1,4,.250,0,0,,0,0,,1,6,7,5,3,0,2,3,2,+16
8,Nickeil Alexander-Walker,17:32,4,6,.667,2,4,.500,1,2,.500,1,2,3,3,2,2,0,2,11,+17
9,Jordan McLaughlin,12:49,1,1,1.000,1,1,1.000,0,0,,0,3,3,3,2,0,0,0,3,+19
10,Troy Brown Jr.,3:28,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,0,0,3,0
11,Luka Garza,3:28,1,4,.250,0,2,.000,0,0,,1,0,1,0,0,0,1,1,2,0
12,Shake Milton,3:28,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,0
13,Josh Minott,2:38,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,-6
14,Wendell Moore Jr.,2:38,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,0,0,-6
15,Leonard Miller,Did Not Play,,,,,,,,,,,,,,,,,,,
