,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Anfernee Simons,40:55,8,18,.444,6,12,.500,6,7,.857,0,5,5,5,0,0,3,2,28,-11,Phoenix Suns,Portland Trail Blazers,2024-01-14
1,Scoot Henderson,39:54,11,31,.355,4,9,.444,7,9,.778,4,3,7,9,3,0,3,3,33,-12,Phoenix Suns,Portland Trail Blazers,2024-01-14
2,Duop Reath,38:59,7,15,.467,2,6,.333,1,1,1.000,2,4,6,1,2,1,2,4,17,-2,Phoenix Suns,Portland Trail Blazers,2024-01-14
3,Jabari Walker,28:50,4,6,.667,2,3,.667,1,2,.500,2,6,8,1,0,0,1,2,11,-15,Phoenix Suns,Portland Trail Blazers,2024-01-14
4,Toumani Camara,22:43,1,4,.250,0,2,.000,0,0,,2,0,2,2,0,0,0,1,2,-6,Phoenix Suns,Portland Trail Blazers,2024-01-14
6,Kris Murray,37:02,5,9,.556,3,6,.500,0,1,.000,0,1,1,3,3,0,3,2,13,-9,Phoenix Suns,Portland Trail Blazers,2024-01-14
7,Justin Minaya,17:11,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,0,0,0,5,1,-4,Phoenix Suns,Portland Trail Blazers,2024-01-14
8,Rayan Rupert,14:25,4,5,.800,3,3,1.000,0,0,,2,3,5,2,0,0,1,2,11,+4,Phoenix Suns,Portland Trail Blazers,2024-01-14
9,Malcolm Brogdon,Did Not Dress,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Moses Brown,Not With Team,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jerami Grant,Did Not Dress,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Matisse Thybulle,Did Not Dress,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
