,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Luka Dončić,37:21,15,28,.536,4,12,.333,6,6,1.000,2,10,12,10,1,0,4,3,40,-4,Dallas Mavericks,Portland Trail Blazers,2023-12-16
1,Derrick Jones Jr.,33:20,6,11,.545,2,6,.333,4,5,.800,1,0,1,4,2,0,1,1,18,-3,Dallas Mavericks,Portland Trail Blazers,2023-12-16
2,Grant Williams,31:17,1,4,.250,0,3,.000,1,1,1.000,1,3,4,3,1,1,1,4,3,-2,Dallas Mavericks,Portland Trail Blazers,2023-12-16
3,Dante Exum,27:00,8,11,.727,1,2,.500,1,1,1.000,0,2,2,3,1,0,2,3,18,+14,Dallas Mavericks,Portland Trail Blazers,2023-12-16
4,Dereck Lively II,5:59,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-4,Dallas Mavericks,Portland Trail Blazers,2023-12-16
6,Tim Hardaway Jr.,35:55,8,21,.381,5,15,.333,4,4,1.000,0,6,6,1,1,0,1,0,25,+12,Dallas Mavericks,Portland Trail Blazers,2023-12-16
7,Dwight Powell,22:15,2,3,.667,0,0,,2,3,.667,4,1,5,0,0,1,0,2,6,+7,Dallas Mavericks,Portland Trail Blazers,2023-12-16
8,Markieff Morris,19:46,4,9,.444,2,5,.400,0,0,,0,5,5,4,1,0,2,0,10,+8,Dallas Mavericks,Portland Trail Blazers,2023-12-16
9,Seth Curry,13:36,2,6,.333,2,3,.667,1,1,1.000,0,2,2,1,0,0,1,3,7,+19,Dallas Mavericks,Portland Trail Blazers,2023-12-16
10,Jaden Hardy,6:19,2,2,1.000,0,0,,0,0,,0,3,3,0,0,0,0,1,4,+5,Dallas Mavericks,Portland Trail Blazers,2023-12-16
11,Olivier-Maxence Prosper,5:55,0,1,.000,0,1,.000,0,0,,2,3,5,1,0,0,0,0,0,+3,Dallas Mavericks,Portland Trail Blazers,2023-12-16
12,Greg Brown III,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Dallas Mavericks,Portland Trail Blazers,2023-12-16
13,A.J. Lawson,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Dallas Mavericks,Portland Trail Blazers,2023-12-16
14,Dexter Dennis,0:0,Dallas Mavericks,Portland Trail Blazers,2023-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
