,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Buddy Hield,31:24,.827,.850,.800,.200,2.9,14.3,7.3,14.4,1.6,0.0,0.0,14.4,166,121,9.6,Indiana Pacers,Phoenix Suns,2024-01-21
1,Pascal Siakam,30:06,.504,.464,.214,.143,6.1,10.0,7.6,35.5,0.0,0.0,16.8,24.8,106,125,-4.0,Indiana Pacers,Phoenix Suns,2024-01-21
2,Aaron Nesmith,25:49,.361,.357,.714,.429,3.6,11.6,6.6,5.0,1.9,0.0,0.0,13.4,90,120,-9.3,Indiana Pacers,Phoenix Suns,2024-01-21
3,Myles Turner,18:34,.505,.500,.182,.182,5.0,8.1,6.2,9.2,0.0,9.1,7.8,28.9,99,117,-1.5,Indiana Pacers,Phoenix Suns,2024-01-21
4,T.J. McConnell,11:50,.250,.250,.000,.000,0.0,12.7,4.8,37.0,8.2,0.0,11.1,31.7,67,107,-5.7,Indiana Pacers,Phoenix Suns,2024-01-21
6,Obi Toppin,25:55,.505,.500,.167,.167,7.1,23.2,13.2,6.2,0.0,0.0,0.0,20.7,113,123,-4.0,Indiana Pacers,Phoenix Suns,2024-01-21
7,Andrew Nembhard,25:26,.418,.333,.000,.444,0.0,0.0,0.0,32.0,1.9,0.0,27.1,24.2,82,122,-11.6,Indiana Pacers,Phoenix Suns,2024-01-21
8,Ben Sheppard,19:43,.410,.250,.250,.500,9.4,15.2,11.6,25.3,4.9,0.0,0.0,10.3,135,113,3.5,Indiana Pacers,Phoenix Suns,2024-01-21
9,Jalen Smith,18:47,1.109,1.300,.600,.800,9.8,16.0,12.2,9.1,2.6,9.0,12.9,17.2,168,111,21.0,Indiana Pacers,Phoenix Suns,2024-01-21
10,Jarace Walker,18:24,.833,.833,.500,.000,15.1,48.9,28.0,8.5,2.6,0.0,14.3,15.9,144,115,10.9,Indiana Pacers,Phoenix Suns,2024-01-21
11,Bennedict Mathurin,14:02,.225,.188,.500,.250,0.0,32.1,12.2,0.0,0.0,0.0,0.0,26.4,53,123,-18.5,Indiana Pacers,Phoenix Suns,2024-01-21
12,Kendall Brown,0:0,Indiana Pacers,Phoenix Suns,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,James Johnson,0:0,Indiana Pacers,Phoenix Suns,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Oscar Tshiebwe,0:0,Indiana Pacers,Phoenix Suns,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Isaiah Wong,0:0,Indiana Pacers,Phoenix Suns,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
