,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jerami Grant,40:31,9,21,.429,1,5,.200,10,13,.769,3,7,10,5,0,0,4,4,29,-7,San Antonio Spurs,Portland Trail Blazers,2023-12-28
1,Malcolm Brogdon,36:47,10,19,.526,6,8,.750,3,5,.600,1,5,6,6,1,0,1,1,29,-10,San Antonio Spurs,Portland Trail Blazers,2023-12-28
2,Scoot Henderson,36:19,8,23,.348,3,7,.429,6,6,1.000,2,1,3,4,1,0,6,5,25,-6,San Antonio Spurs,Portland Trail Blazers,2023-12-28
3,Toumani Camara,21:04,0,5,.000,0,1,.000,1,2,.500,3,4,7,0,0,0,1,1,1,-11,San Antonio Spurs,Portland Trail Blazers,2023-12-28
4,Moses Brown,13:44,2,6,.333,0,0,,0,0,,5,2,7,0,0,0,0,3,4,-8,San Antonio Spurs,Portland Trail Blazers,2023-12-28
6,Jabari Walker,29:35,2,4,.500,0,0,,2,2,1.000,2,7,9,0,1,1,1,4,6,-18,San Antonio Spurs,Portland Trail Blazers,2023-12-28
7,Matisse Thybulle,28:26,1,7,.143,1,7,.143,1,2,.500,0,2,2,1,2,0,0,1,4,-6,San Antonio Spurs,Portland Trail Blazers,2023-12-28
8,Ibou Badji,14:08,3,3,1.000,0,0,,1,2,.500,5,4,9,0,0,3,0,3,7,+11,San Antonio Spurs,Portland Trail Blazers,2023-12-28
9,Skylar Mays,13:56,0,8,.000,0,4,.000,0,0,,1,2,3,0,1,0,0,0,0,-9,San Antonio Spurs,Portland Trail Blazers,2023-12-28
10,Ish Wainright,5:30,0,5,.000,0,4,.000,0,0,,0,1,1,0,0,0,0,0,0,-1,San Antonio Spurs,Portland Trail Blazers,2023-12-28
11,Duop Reath,Did Not Dress,San Antonio Spurs,Portland Trail Blazers,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Anfernee Simons,Did Not Dress,San Antonio Spurs,Portland Trail Blazers,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
