,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Terry Rozier,37:47,7,17,.412,0,5,.000,3,3,1.000,1,6,7,5,2,0,2,4,17,-4,Los Angeles Clippers,Miami Heat,2024-02-04
1,Jimmy Butler,35:58,8,19,.421,2,5,.400,3,3,1.000,3,1,4,3,2,0,1,1,21,+1,Los Angeles Clippers,Miami Heat,2024-02-04
2,Bam Adebayo,35:04,5,13,.385,0,0,,4,4,1.000,4,9,13,3,3,0,2,1,14,-8,Los Angeles Clippers,Miami Heat,2024-02-04
3,Josh Richardson,33:11,6,13,.462,2,8,.250,0,0,,0,3,3,4,0,0,0,2,14,-8,Los Angeles Clippers,Miami Heat,2024-02-04
4,Haywood Highsmith,26:53,2,5,.400,1,3,.333,0,0,,0,3,3,0,1,0,0,5,5,-3,Los Angeles Clippers,Miami Heat,2024-02-04
6,Caleb Martin,30:36,5,9,.556,0,2,.000,1,2,.500,1,3,4,2,1,0,0,3,11,-7,Los Angeles Clippers,Miami Heat,2024-02-04
7,Jaime Jaquez Jr.,25:38,3,11,.273,1,3,.333,0,0,,3,1,4,4,0,0,3,2,7,-9,Los Angeles Clippers,Miami Heat,2024-02-04
8,Kevin Love,14:53,2,4,.500,2,4,.500,0,0,,0,7,7,3,0,0,2,1,6,-2,Los Angeles Clippers,Miami Heat,2024-02-04
9,Thomas Bryant,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Tyler Herro,Did Not Dress,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Nikola Jović,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Orlando Robinson,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cole Swider,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
