,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kelly Oubre Jr.,31:12,11,20,.550,0,5,.000,3,3,1.000,2,4,6,1,0,0,1,3,25,-18,Philadelphia76ers,Portland Trail Blazers,2024-01-29
1,Patrick Beverley,30:22,5,10,.500,0,3,.000,4,4,1.000,0,1,1,5,1,0,2,2,14,-25,Philadelphia76ers,Portland Trail Blazers,2024-01-29
2,Paul Reed,24:17,5,8,.625,1,1,1.000,0,1,.000,3,3,6,3,1,2,2,3,11,-19,Philadelphia76ers,Portland Trail Blazers,2024-01-29
3,Nicolas Batum,24:11,1,5,.200,1,4,.250,0,0,,3,1,4,1,0,0,0,1,3,-19,Philadelphia76ers,Portland Trail Blazers,2024-01-29
4,Tobias Harris,20:23,3,9,.333,0,3,.000,3,4,.750,1,3,4,1,0,0,0,0,9,-12,Philadelphia76ers,Portland Trail Blazers,2024-01-29
6,Marcus Morris,21:43,3,7,.429,1,3,.333,2,2,1.000,0,2,2,0,0,0,3,1,9,-2,Philadelphia76ers,Portland Trail Blazers,2024-01-29
7,Mo Bamba,18:44,2,4,.500,0,2,.000,0,0,,0,5,5,1,1,3,0,5,4,-5,Philadelphia76ers,Portland Trail Blazers,2024-01-29
8,KJ Martin,17:33,2,4,.500,0,0,,2,2,1.000,0,1,1,1,0,0,2,5,6,-13,Philadelphia76ers,Portland Trail Blazers,2024-01-29
9,Danuel House Jr.,15:46,0,1,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,0,1,2,-5,Philadelphia76ers,Portland Trail Blazers,2024-01-29
10,Furkan Korkmaz,9:49,0,3,.000,0,2,.000,2,2,1.000,0,0,0,1,0,0,1,2,2,-2,Philadelphia76ers,Portland Trail Blazers,2024-01-29
11,Ricky Council IV,9:06,2,4,.500,0,0,,4,4,1.000,2,0,2,0,1,0,0,0,8,-5,Philadelphia76ers,Portland Trail Blazers,2024-01-29
12,Terquavion Smith,9:06,1,4,.250,1,4,.250,0,0,,0,0,0,1,1,0,1,1,3,-5,Philadelphia76ers,Portland Trail Blazers,2024-01-29
13,Jaden Springer,7:48,2,4,.500,1,1,1.000,3,4,.750,1,1,2,0,1,0,2,1,8,0,Philadelphia76ers,Portland Trail Blazers,2024-01-29
