,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Terry Rozier,39:59,13,25,.520,7,9,.778,4,4,1.000,0,4,4,13,2,0,3,1,37,+2,Charlotte Hornets,Brooklyn Nets,2023-11-30
1,Miles Bridges,38:28,9,15,.600,3,4,.750,2,2,1.000,1,4,5,2,0,0,0,2,23,+4,Charlotte Hornets,Brooklyn Nets,2023-11-30
2,Gordon Hayward,31:47,8,14,.571,2,4,.500,4,4,1.000,2,4,6,6,0,0,2,1,22,+3,Charlotte Hornets,Brooklyn Nets,2023-11-30
3,Mark Williams,31:38,5,12,.417,0,0,,2,2,1.000,5,7,12,1,1,3,0,2,12,-2,Charlotte Hornets,Brooklyn Nets,2023-11-30
4,Bryce McGowens,22:12,5,7,.714,4,5,.800,0,0,,0,2,2,3,0,1,0,1,14,-6,Charlotte Hornets,Brooklyn Nets,2023-11-30
6,P.J. Washington,33:05,2,11,.182,2,9,.222,4,4,1.000,2,6,8,5,3,2,2,2,10,+4,Charlotte Hornets,Brooklyn Nets,2023-11-30
7,JT Thor,16:13,1,3,.333,0,2,.000,0,0,,1,1,2,0,0,0,0,1,2,-2,Charlotte Hornets,Brooklyn Nets,2023-11-30
8,Nick Smith Jr.,13:52,3,4,.750,3,3,1.000,0,0,,1,0,1,0,0,1,0,2,9,+4,Charlotte Hornets,Brooklyn Nets,2023-11-30
9,Ish Smith,12:46,0,0,,0,0,,0,0,,1,0,1,0,0,0,2,4,0,-2,Charlotte Hornets,Brooklyn Nets,2023-11-30
10,Leaky Black,0:0,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,James Bouknight,0:0,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Théo Maledon,0:0,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brandon Miller,0:0,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
