,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Michael Porter Jr.,33:49,11,17,.647,7,12,.583,1,3,.333,2,8,10,5,1,0,0,2,30,+26,Houston Rockets,Denver Nuggets,2023-11-29
1,Nikola Jokić,33:21,12,19,.632,1,2,.500,7,8,.875,6,4,10,15,1,0,0,2,32,+29,Houston Rockets,Denver Nuggets,2023-11-29
2,Kentavious Caldwell-Pope,31:35,4,6,.667,2,3,.667,0,0,,0,1,1,2,0,0,0,0,10,+21,Houston Rockets,Denver Nuggets,2023-11-29
3,Justin Holiday,26:35,4,7,.571,3,5,.600,0,0,,1,2,3,4,2,0,0,2,11,+27,Houston Rockets,Denver Nuggets,2023-11-29
4,Jamal Murray,22:22,4,14,.286,3,8,.375,5,5,1.000,0,6,6,6,0,0,0,2,16,+14,Houston Rockets,Denver Nuggets,2023-11-29
6,Reggie Jackson,23:45,6,14,.429,2,7,.286,0,0,,0,2,2,2,0,1,0,3,14,-1,Houston Rockets,Denver Nuggets,2023-11-29
7,Christian Braun,18:35,4,7,.571,1,2,.500,2,2,1.000,1,2,3,1,0,0,2,2,11,0,Houston Rockets,Denver Nuggets,2023-11-29
8,Zeke Nnaji,18:20,2,4,.500,0,0,,3,4,.750,2,1,3,0,0,1,0,2,7,-17,Houston Rockets,Denver Nuggets,2023-11-29
9,Julian Strawther,13:17,0,4,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,1,0,-2,Houston Rockets,Denver Nuggets,2023-11-29
10,DeAndre Jordan,5:49,1,1,1.000,0,0,,0,2,.000,1,0,1,0,0,0,0,0,2,-11,Houston Rockets,Denver Nuggets,2023-11-29
11,Braxton Key,3:08,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,1,1,-9,Houston Rockets,Denver Nuggets,2023-11-29
12,Collin Gillespie,3:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-9,Houston Rockets,Denver Nuggets,2023-11-29
13,Jalen Pickett,3:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9,Houston Rockets,Denver Nuggets,2023-11-29
14,Hunter Tyson,3:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-9,Houston Rockets,Denver Nuggets,2023-11-29
15,Peyton Watson,0:0,Houston Rockets,Denver Nuggets,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
