,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kawhi Leonard,39:00,10,26,.385,2,5,.400,9,9,1.000,1,7,8,3,1,2,2,0,31,-5,Denver Nuggets,Los Angeles Clippers,2023-11-27
1,Paul George,36:44,2,13,.154,0,4,.000,2,2,1.000,3,5,8,4,1,1,3,5,6,-11,Denver Nuggets,Los Angeles Clippers,2023-11-27
2,James Harden,36:28,3,7,.429,3,5,.600,2,2,1.000,0,2,2,4,1,0,3,3,11,+6,Denver Nuggets,Los Angeles Clippers,2023-11-27
3,Ivica Zubac,32:10,9,15,.600,0,0,,5,8,.625,8,6,14,1,0,1,1,2,23,-6,Denver Nuggets,Los Angeles Clippers,2023-11-27
4,Terance Mann,29:32,2,3,.667,0,1,.000,1,2,.500,1,2,3,0,0,1,1,2,5,-11,Denver Nuggets,Los Angeles Clippers,2023-11-27
6,Russell Westbrook,26:45,5,9,.556,0,0,,4,6,.667,1,10,11,3,0,1,2,4,14,-11,Denver Nuggets,Los Angeles Clippers,2023-11-27
7,Norman Powell,21:12,2,8,.250,1,5,.200,5,5,1.000,1,1,2,1,1,1,0,3,10,-10,Denver Nuggets,Los Angeles Clippers,2023-11-27
8,Daniel Theis,12:11,2,4,.500,0,0,,0,0,,1,0,1,1,0,2,1,3,4,0,Denver Nuggets,Los Angeles Clippers,2023-11-27
9,P.J. Tucker,5:56,0,0,,0,0,,0,0,,0,0,0,1,2,0,0,1,0,+3,Denver Nuggets,Los Angeles Clippers,2023-11-27
10,Kobe Brown,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Amir Coffey,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Moussa Diabaté,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bones Hyland,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jordan Miller,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Xavier Moon,0:0,Denver Nuggets,Los Angeles Clippers,2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
