,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,LeBron James,39:35,.806,.789,.263,.474,3.2,16.0,9.6,44.0,3.7,0.0,8.0,26.8,154,104,21.2,Houston Rockets,Los Angeles Lakers,2023-11-19
1,Cam Reddish,39:07,.389,.389,.556,.000,0.0,9.7,4.8,10.4,3.7,0.0,10.0,10.9,86,104,-2.3,Houston Rockets,Los Angeles Lakers,2023-11-19
2,Anthony Davis,32:52,.747,.733,.000,.467,15.4,23.1,19.2,19.1,3.0,3.1,18.1,28.6,125,102,7.9,Houston Rockets,Los Angeles Lakers,2023-11-19
3,D'Angelo Russell,24:29,.225,.188,.625,.250,0.0,25.8,12.9,10.6,5.9,0.0,25.3,20.7,46,97,-10.1,Houston Rockets,Los Angeles Lakers,2023-11-19
4,Taurean Prince,23:55,.087,.091,.364,.091,15.8,5.3,10.6,10.9,0.0,0.0,14.9,23.9,41,114,-20.5,Houston Rockets,Los Angeles Lakers,2023-11-19
6,Rui Hachimura,32:09,.468,.400,.400,.400,3.9,11.8,7.9,9.0,3.0,0.0,14.5,18.2,93,106,-3.0,Houston Rockets,Los Angeles Lakers,2023-11-19
7,Austin Reaves,25:18,.882,.857,.429,.857,0.0,30.0,15.0,38.6,0.0,0.0,17.2,19.6,152,110,12.0,Houston Rockets,Los Angeles Lakers,2023-11-19
8,Christian Wood,17:50,.000,.000,.750,.000,0.0,14.2,7.1,0.0,0.0,0.0,20.0,11.9,0,112,-20.6,Houston Rockets,Los Angeles Lakers,2023-11-19
9,Jaxson Hayes,4:43,,,,,26.8,26.8,26.8,0.0,0.0,0.0,,0.0,211,110,-6.6,Houston Rockets,Los Angeles Lakers,2023-11-19
10,Max Christie,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen Hood-Schifino,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jarred Vanderbilt,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
