,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Kyle Kuzma,34:18,.532,.521,.333,.042,6.4,13.0,9.7,26.7,0.0,0.0,17.0,38.2,90,128,-6.7,Utah Jazz,Washington Wizards,2024-01-25
1,Tyus Jones,34:09,.500,.500,.333,.000,0.0,19.6,9.7,54.7,1.4,0.0,0.0,15.6,127,123,1.7,Utah Jazz,Washington Wizards,2024-01-25
2,Daniel Gafford,30:59,.825,.857,.000,.286,7.0,25.2,16.0,4.6,1.5,9.4,0.0,11.3,165,115,3.2,Utah Jazz,Washington Wizards,2024-01-25
3,Jordan Poole,28:20,.654,.625,.583,.333,0.0,7.9,3.9,10.3,3.3,5.1,0.0,21.6,126,118,4.0,Utah Jazz,Washington Wizards,2024-01-25
4,Deni Avdija,27:07,.658,.611,.111,.222,0.0,24.7,12.2,25.9,1.7,2.7,23.3,21.1,105,119,0.3,Utah Jazz,Washington Wizards,2024-01-25
6,Bilal Coulibaly,28:53,.170,.000,.400,.400,0.0,3.9,1.9,7.7,4.9,0.0,25.4,12.1,40,119,-12.1,Utah Jazz,Washington Wizards,2024-01-25
7,Corey Kispert,20:18,.444,.444,.444,.000,0.0,0.0,0.0,7.0,7.0,0.0,0.0,19.7,87,116,-3.5,Utah Jazz,Washington Wizards,2024-01-25
8,Marvin Bagley III,16:11,.781,.800,.000,1.800,6.7,13.8,10.2,9.5,0.0,0.0,10.0,27.4,143,128,1.1,Utah Jazz,Washington Wizards,2024-01-25
9,Landry Shamet,10:31,.250,.250,.750,.000,0.0,0.0,0.0,11.9,0.0,0.0,0.0,16.9,61,131,-19.8,Utah Jazz,Washington Wizards,2024-01-25
10,Delon Wright,5:04,,,,,0.0,22.0,10.9,22.0,0.0,0.0,,0.0,216,126,-6.7,Utah Jazz,Washington Wizards,2024-01-25
11,Trey Jemison,0:50,,,,,0.0,100.0,66.2,0.0,0.0,0.0,,0.0,0,95,-1.9,Utah Jazz,Washington Wizards,2024-01-25
12,Anthony Gill,0:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-12.3,Utah Jazz,Washington Wizards,2024-01-25
13,Johnny Davis,0:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-11.0,Utah Jazz,Washington Wizards,2024-01-25
14,Jules Bernard,0:50,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,0,132,-59.9,Utah Jazz,Washington Wizards,2024-01-25
15,Patrick Baldwin Jr.,0:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-12.1,Utah Jazz,Washington Wizards,2024-01-25
16,Jared Butler,0:0,Utah Jazz,Washington Wizards,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Eugene Omoruyi,0:0,Utah Jazz,Washington Wizards,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
