,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Dillon Brooks,40:33,9,21,.429,6,11,.545,0,0,,1,0,1,2,4,0,2,5,24,+3,Houston Rockets,Los Angeles Lakers,2023-11-19
1,Fred VanVleet,39:58,5,14,.357,3,10,.300,2,2,1.000,0,1,1,16,1,0,3,1,15,+4,Houston Rockets,Los Angeles Lakers,2023-11-19
2,Jabari Smith Jr.,31:35,5,10,.500,2,6,.333,2,2,1.000,1,4,5,1,1,0,3,4,14,-5,Houston Rockets,Los Angeles Lakers,2023-11-19
3,Jalen Green,31:27,3,10,.300,2,5,.400,1,3,.333,0,6,6,3,0,1,4,1,9,+3,Houston Rockets,Los Angeles Lakers,2023-11-19
4,Alperen Şengün,30:37,11,16,.688,1,2,.500,0,0,,2,8,10,5,0,1,4,4,23,+21,Houston Rockets,Los Angeles Lakers,2023-11-19
6,Tari Eason,17:01,1,2,.500,0,1,.000,0,0,,0,5,5,0,0,1,0,2,2,-18,Houston Rockets,Los Angeles Lakers,2023-11-19
7,Jae'Sean Tate,16:10,2,3,.667,0,0,,0,0,,1,2,3,2,1,0,0,1,4,+6,Houston Rockets,Los Angeles Lakers,2023-11-19
8,Aaron Holiday,15:08,0,3,.000,0,2,.000,0,0,,0,0,0,5,0,0,1,4,0,+2,Houston Rockets,Los Angeles Lakers,2023-11-19
9,Jeff Green,13:56,5,5,1.000,0,0,,3,3,1.000,0,2,2,0,0,0,0,2,13,-15,Houston Rockets,Los Angeles Lakers,2023-11-19
10,Jock Landale,3:32,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,1,0,-6,Houston Rockets,Los Angeles Lakers,2023-11-19
11,Reggie Bullock,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nate Hinton,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boban Marjanović,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jermaine Samuels,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Cam Whitmore,0:0,Houston Rockets,Los Angeles Lakers,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
