,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jaren Jackson Jr.,41:51,15,29,.517,6,10,.600,5,5,1.000,0,4,4,2,2,2,2,3,41,-2,Dallas Mavericks,Memphis Grizzlies,2023-12-11
1,Desmond Bane,38:54,11,20,.550,3,9,.333,3,3,1.000,1,2,3,8,1,0,5,4,28,+1,Dallas Mavericks,Memphis Grizzlies,2023-12-11
2,David Roddy,29:05,3,9,.333,1,5,.200,1,2,.500,2,4,6,2,1,0,1,1,8,+1,Dallas Mavericks,Memphis Grizzlies,2023-12-11
3,Santi Aldama,19:55,2,6,.333,2,5,.400,0,0,,0,2,2,3,2,1,1,2,6,-1,Dallas Mavericks,Memphis Grizzlies,2023-12-11
4,Derrick Rose,17:10,2,7,.286,1,3,.333,2,2,1.000,0,3,3,4,0,0,2,1,7,-10,Dallas Mavericks,Memphis Grizzlies,2023-12-11
6,Vince Williams Jr.,25:44,3,4,.750,2,3,.667,2,2,1.000,3,6,9,1,0,0,1,3,10,0,Dallas Mavericks,Memphis Grizzlies,2023-12-11
7,John Konchar,25:03,2,5,.400,2,5,.400,0,0,,2,4,6,2,1,1,2,2,6,-2,Dallas Mavericks,Memphis Grizzlies,2023-12-11
8,Ziaire Williams,15:44,2,5,.400,1,3,.333,0,0,,1,2,3,1,1,0,0,2,5,-4,Dallas Mavericks,Memphis Grizzlies,2023-12-11
9,Bismack Biyombo,11:50,1,1,1.000,0,0,,0,0,,1,1,2,1,0,1,2,1,2,-10,Dallas Mavericks,Memphis Grizzlies,2023-12-11
10,Jaylen Nowell,7:53,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,1,0,0,+1,Dallas Mavericks,Memphis Grizzlies,2023-12-11
11,Xavier Tillman Sr.,6:51,0,1,.000,0,0,,0,2,.000,0,0,0,0,1,0,0,0,0,-9,Dallas Mavericks,Memphis Grizzlies,2023-12-11
12,Jacob Gilyard,0:0,Dallas Mavericks,Memphis Grizzlies,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jake LaRavia,0:0,Dallas Mavericks,Memphis Grizzlies,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Kenneth Lofton Jr.,0:0,Dallas Mavericks,Memphis Grizzlies,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
