,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyrese Haliburton,35:43,8,17,.471,2,10,.200,4,4,1.000,1,4,5,23,2,1,2,0,22,+19,New York Knicks,Indiana Pacers,2023-12-30
1,Andrew Nembhard,33:29,5,10,.500,2,4,.500,2,2,1.000,3,2,5,5,2,0,4,4,14,+20,New York Knicks,Indiana Pacers,2023-12-30
2,Myles Turner,30:55,10,17,.588,6,8,.750,2,3,.667,1,7,8,2,0,0,1,0,28,+17,New York Knicks,Indiana Pacers,2023-12-30
3,Aaron Nesmith,30:37,8,13,.615,7,11,.636,2,2,1.000,0,1,1,2,1,0,2,2,25,+10,New York Knicks,Indiana Pacers,2023-12-30
4,Jalen Smith,20:46,3,5,.600,1,2,.500,2,4,.500,0,4,4,2,0,2,1,5,9,+3,New York Knicks,Indiana Pacers,2023-12-30
6,Bennedict Mathurin,25:32,7,10,.700,3,5,.600,3,3,1.000,0,0,0,0,0,0,2,0,20,+11,New York Knicks,Indiana Pacers,2023-12-30
7,Obi Toppin,19:56,4,6,.667,1,1,1.000,0,1,.000,2,6,8,2,0,3,0,4,9,+2,New York Knicks,Indiana Pacers,2023-12-30
8,Buddy Hield,18:19,2,3,.667,1,2,.500,1,1,1.000,0,2,2,1,1,0,1,1,6,+4,New York Knicks,Indiana Pacers,2023-12-30
9,T.J. McConnell,12:17,2,3,.667,0,0,,1,1,1.000,0,0,0,3,0,0,2,0,5,-5,New York Knicks,Indiana Pacers,2023-12-30
10,Isaiah Jackson,9:11,1,1,1.000,0,0,,0,0,,0,1,1,0,0,1,1,2,2,-2,New York Knicks,Indiana Pacers,2023-12-30
11,Jordan Nwora,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,New York Knicks,Indiana Pacers,2023-12-30
12,Ben Sheppard,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,New York Knicks,Indiana Pacers,2023-12-30
13,Jarace Walker,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,New York Knicks,Indiana Pacers,2023-12-30
14,James Johnson,0:0,New York Knicks,Indiana Pacers,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
