,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Giannis Antetokounmpo,39:30,19,28,.679,2,3,.667,4,6,.667,3,11,14,7,2,1,1,3,44,+11,Milwaukee Bucks,San Antonio Spurs,2024-01-04
1,Damian Lillard,38:32,10,19,.526,1,6,.167,4,4,1.000,1,3,4,10,1,0,0,3,25,+11,Milwaukee Bucks,San Antonio Spurs,2024-01-04
2,Brook Lopez,33:14,4,10,.400,1,5,.200,0,0,,0,4,4,1,0,3,4,4,9,+8,Milwaukee Bucks,San Antonio Spurs,2024-01-04
3,Malik Beasley,26:35,4,6,.667,2,4,.500,0,0,,0,2,2,0,0,0,2,0,10,+4,Milwaukee Bucks,San Antonio Spurs,2024-01-04
4,Khris Middleton,15:29,5,8,.625,2,3,.667,0,0,,0,3,3,5,1,0,1,0,12,+7,Milwaukee Bucks,San Antonio Spurs,2024-01-04
6,Pat Connaughton,28:20,2,4,.500,2,4,.500,1,2,.500,1,5,6,0,1,0,3,0,7,+3,Milwaukee Bucks,San Antonio Spurs,2024-01-04
7,Bobby Portis,20:44,2,6,.333,0,2,.000,1,2,.500,1,3,4,0,0,1,2,3,5,-8,Milwaukee Bucks,San Antonio Spurs,2024-01-04
8,MarJon Beauchamp,17:18,3,8,.375,2,4,.500,0,0,,2,1,3,0,0,0,1,1,8,-7,Milwaukee Bucks,San Antonio Spurs,2024-01-04
9,Cameron Payne,15:19,0,3,.000,0,3,.000,5,5,1.000,0,1,1,4,0,0,0,1,5,-4,Milwaukee Bucks,San Antonio Spurs,2024-01-04
10,Andre Jackson Jr.,4:58,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-5,Milwaukee Bucks,San Antonio Spurs,2024-01-04
11,Thanasis Antetokounmpo,0:0,Milwaukee Bucks,San Antonio Spurs,2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,A.J. Green,0:0,Milwaukee Bucks,San Antonio Spurs,2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Chris Livingston,0:0,Milwaukee Bucks,San Antonio Spurs,2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Robin Lopez,0:0,Milwaukee Bucks,San Antonio Spurs,2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Lindell Wigginton,0:0,Milwaukee Bucks,San Antonio Spurs,2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
