,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Stephen Curry,35:14,12,20,.600,4,9,.444,8,11,.727,1,1,2,6,4,1,2,4,36,+12,Orlando Magic,Golden State Warriors,2024-01-02
1,Jonathan Kuminga,34:02,7,14,.500,1,5,.200,4,5,.800,2,4,6,4,0,2,1,2,19,+10,Orlando Magic,Golden State Warriors,2024-01-02
2,Chris Paul,29:59,3,5,.600,3,3,1.000,3,4,.750,0,2,2,4,0,0,1,1,12,-8,Orlando Magic,Golden State Warriors,2024-01-02
3,Klay Thompson,25:24,6,11,.545,3,8,.375,0,0,,0,3,3,2,0,1,1,4,15,+4,Orlando Magic,Golden State Warriors,2024-01-02
4,Trayce Jackson-Davis,23:31,3,4,.750,0,0,,4,6,.667,2,2,4,2,1,2,3,1,10,-1,Orlando Magic,Golden State Warriors,2024-01-02
6,Brandin Podziemski,28:26,4,7,.571,1,3,.333,1,4,.250,1,3,4,2,2,0,0,2,10,+4,Orlando Magic,Golden State Warriors,2024-01-02
7,Andrew Wiggins,21:20,4,7,.571,1,3,.333,1,3,.333,0,3,3,0,2,0,1,1,10,-3,Orlando Magic,Golden State Warriors,2024-01-02
8,Kevon Looney,17:20,1,2,.500,0,0,,3,4,.750,1,4,5,2,0,0,0,4,5,+10,Orlando Magic,Golden State Warriors,2024-01-02
9,Dario Šarić,14:13,1,3,.333,0,1,.000,0,0,,1,2,3,1,0,0,2,0,2,-8,Orlando Magic,Golden State Warriors,2024-01-02
10,Gary Payton II,10:31,1,5,.200,0,3,.000,0,0,,1,3,4,0,0,0,1,0,2,+10,Orlando Magic,Golden State Warriors,2024-01-02
11,Draymond Green,Did Not Dress,Orlando Magic,Golden State Warriors,2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cory Joseph,0:0,Orlando Magic,Golden State Warriors,2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Moses Moody,0:0,Orlando Magic,Golden State Warriors,2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lester Quinones,0:0,Orlando Magic,Golden State Warriors,2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jerome Robinson,0:0,Orlando Magic,Golden State Warriors,2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
