,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jayson Tatum,38:47,.578,.545,.409,.409,0.0,19.5,9.4,14.4,0.0,0.0,7.2,31.2,115,118,-4.1,Orlando Magic,Boston Celtics,2023-12-15
1,Derrick White,30:08,.598,.567,.467,.133,3.9,12.6,8.1,34.6,6.4,3.1,5.9,24.3,135,105,13.8,Orlando Magic,Boston Celtics,2023-12-15
2,Jaylen Brown,29:35,.551,.533,.333,.200,0.0,12.8,6.2,18.5,0.0,3.1,10.9,26.8,108,119,-4.6,Orlando Magic,Boston Celtics,2023-12-15
3,Jrue Holiday,28:12,.429,.429,.429,.000,4.2,13.4,8.6,15.3,3.4,3.3,0.0,10.8,122,111,0.8,Orlando Magic,Boston Celtics,2023-12-15
4,Lamar Stevens,14:07,.508,.500,.429,.286,8.3,17.9,12.9,0.0,6.9,6.5,11.3,27.3,95,100,-2.3,Orlando Magic,Boston Celtics,2023-12-15
6,Sam Hauser,31:30,.688,.688,.750,.000,7.4,20.1,13.5,14.5,6.1,0.0,11.1,12.4,141,104,8.7,Orlando Magic,Boston Celtics,2023-12-15
7,Payton Pritchard,28:17,.965,1.000,.700,.200,4.1,8.9,6.4,23.5,1.7,0.0,0.0,16.7,192,118,15.1,Orlando Magic,Boston Celtics,2023-12-15
8,Neemias Queta,18:18,.667,.667,.000,.000,12.8,6.9,10.0,6.1,2.6,15.1,25.0,9.5,126,108,-3.0,Orlando Magic,Boston Celtics,2023-12-15
9,Oshae Brissett,15:38,1.127,1.125,.250,.500,7.5,0.0,3.9,8.6,0.0,0.0,29.1,19.1,149,124,0.8,Orlando Magic,Boston Celtics,2023-12-15
10,Svi Mykhailiuk,5:28,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0,125,-16.5,Orlando Magic,Boston Celtics,2023-12-15
11,Kristaps Porziņģis,Did Not Dress,Orlando Magic,Boston Celtics,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
