,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Miles Bridges,40:54,8,19,.421,3,8,.375,2,2,1.000,1,8,9,6,2,2,1,2,21,-14,Utah Jazz,Charlotte Hornets,2024-01-27
1,Brandon Miller,36:55,6,18,.333,0,7,.000,0,0,,0,1,1,3,1,0,1,3,12,-6,Utah Jazz,Charlotte Hornets,2024-01-27
2,Nick Richards,36:25,10,11,.909,0,0,,6,8,.750,7,6,13,1,0,4,4,4,26,-3,Utah Jazz,Charlotte Hornets,2024-01-27
3,Cody Martin,29:21,3,8,.375,1,3,.333,2,4,.500,0,7,7,6,0,0,1,2,9,-14,Utah Jazz,Charlotte Hornets,2024-01-27
4,Ish Smith,28:41,0,5,.000,0,0,,0,0,,0,3,3,12,1,0,0,3,0,-11,Utah Jazz,Charlotte Hornets,2024-01-27
6,P.J. Washington,35:33,17,22,.773,7,9,.778,2,3,.667,1,1,2,3,2,0,2,1,43,-7,Utah Jazz,Charlotte Hornets,2024-01-27
7,Nick Smith Jr.,19:23,1,4,.250,1,3,.333,0,0,,0,0,0,4,1,0,0,3,3,-5,Utah Jazz,Charlotte Hornets,2024-01-27
8,Leaky Black,7:19,0,2,.000,0,1,.000,3,4,.750,0,0,0,0,0,0,0,4,3,0,Utah Jazz,Charlotte Hornets,2024-01-27
9,JT Thor,5:29,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,5,0,Utah Jazz,Charlotte Hornets,2024-01-27
10,James Bouknight,0:0,Utah Jazz,Charlotte Hornets,2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Bryce McGowens,0:0,Utah Jazz,Charlotte Hornets,2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nathan Mensah,0:0,Utah Jazz,Charlotte Hornets,2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Frank Ntilikina,Did Not Dress,Utah Jazz,Charlotte Hornets,2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
