,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Desmond Bane,35:39,.500,.500,.647,.000,3.5,15.8,10.5,36.1,4.3,0.0,15.0,25.5,111,93,3.0,Utah Jazz,Memphis Grizzlies,2023-11-29
1,Jaren Jackson Jr.,34:40,.482,.421,.158,.211,10.7,8.1,9.2,4.3,1.5,16.3,4.6,28.6,109,93,0.7,Utah Jazz,Memphis Grizzlies,2023-11-29
2,Bismack Biyombo,30:15,1.000,1.000,.000,.000,0.0,18.7,10.6,8.3,1.7,9.3,62.5,12.0,68,92,-4.2,Utah Jazz,Memphis Grizzlies,2023-11-29
3,Derrick Rose,26:58,.636,.636,.273,.000,0.0,14.0,7.9,52.5,0.0,0.0,8.3,20.2,144,104,2.8,Utah Jazz,Memphis Grizzlies,2023-11-29
4,David Roddy,24:58,.864,.864,.818,.000,4.9,18.8,12.8,6.5,0.0,0.0,0.0,20.0,173,102,11.1,Utah Jazz,Memphis Grizzlies,2023-11-29
6,Santi Aldama,24:54,.511,.500,.444,.444,9.9,7.6,8.6,5.5,2.0,3.8,8.5,21.5,109,100,-3.1,Utah Jazz,Memphis Grizzlies,2023-11-29
7,Ziaire Williams,24:46,.938,.938,.375,.000,9.9,22.8,17.2,0.0,4.1,0.0,20.0,18.4,137,91,9.6,Utah Jazz,Memphis Grizzlies,2023-11-29
8,Vince Williams Jr.,19:31,.500,.500,1.000,.000,12.6,28.9,21.9,12.1,2.6,0.0,40.0,11.7,93,91,-5.5,Utah Jazz,Memphis Grizzlies,2023-11-29
9,Jaylen Nowell,18:18,.000,.000,.500,.000,6.7,5.1,5.8,6.1,0.0,0.0,0.0,14.9,28,108,-20.5,Utah Jazz,Memphis Grizzlies,2023-11-29
10,Jacob Gilyard,0:0,Utah Jazz,Memphis Grizzlies,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Shaquille Harrison,0:0,Utah Jazz,Memphis Grizzlies,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Konchar,0:0,Utah Jazz,Memphis Grizzlies,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Kenneth Lofton Jr.,0:0,Utah Jazz,Memphis Grizzlies,2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
