,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Cade Cunningham,34:00,9,21,.429,2,7,.286,0,0,,1,4,5,8,0,0,4,4,20,+5,Detroit Pistons,Cleveland Cavaliers,2023-11-17
1,Kevin Knox,30:33,5,10,.500,1,4,.250,0,0,,3,7,10,1,2,1,0,3,11,+15,Detroit Pistons,Cleveland Cavaliers,2023-11-17
2,Isaiah Stewart,30:32,4,11,.364,1,4,.250,2,2,1.000,4,6,10,2,1,2,1,0,11,+1,Detroit Pistons,Cleveland Cavaliers,2023-11-17
3,Killian Hayes,22:07,2,6,.333,0,2,.000,0,0,,0,0,0,2,1,1,0,0,4,-14,Detroit Pistons,Cleveland Cavaliers,2023-11-17
4,Ausar Thompson,17:19,4,8,.500,0,1,.000,1,3,.333,5,5,10,2,0,0,5,4,9,-5,Detroit Pistons,Cleveland Cavaliers,2023-11-17
6,Jaden Ivey,29:07,4,6,.667,1,2,.500,2,2,1.000,1,1,2,3,1,0,6,3,11,-10,Detroit Pistons,Cleveland Cavaliers,2023-11-17
7,Alec Burks,24:01,4,14,.286,2,9,.222,0,0,,2,1,3,1,1,0,0,3,10,-15,Detroit Pistons,Cleveland Cavaliers,2023-11-17
8,Stanley Umude,17:19,2,3,.667,2,3,.667,4,4,1.000,1,5,6,0,1,1,0,1,10,0,Detroit Pistons,Cleveland Cavaliers,2023-11-17
9,Marvin Bagley III,15:51,3,5,.600,0,0,,2,2,1.000,1,2,3,1,1,1,1,0,8,-17,Detroit Pistons,Cleveland Cavaliers,2023-11-17
10,Marcus Sasser,15:20,2,7,.286,0,3,.000,2,2,1.000,0,0,0,0,0,0,0,1,6,-8,Detroit Pistons,Cleveland Cavaliers,2023-11-17
11,James Wiseman,3:50,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+8,Detroit Pistons,Cleveland Cavaliers,2023-11-17
12,Jalen Duren,0:0,Detroit Pistons,Cleveland Cavaliers,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Isaiah Livers,0:0,Detroit Pistons,Cleveland Cavaliers,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
