,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Rudy Gobert,34:44,.696,.636,.000,.545,17.0,31.1,22.8,4.3,0.0,10.4,0.0,15.7,159,100,6.0,Minnesota Timberwolves,Washington Wizards,2024-01-24
1,Karl-Anthony Towns,34:35,.533,.500,.417,.125,0.0,20.8,8.6,15.6,0.0,2.6,3.8,30.5,109,107,1.3,Minnesota Timberwolves,Washington Wizards,2024-01-24
2,Anthony Edwards,34:02,.556,.446,.357,.500,2.5,7.1,4.4,26.6,1.4,0.0,10.5,44.9,110,109,4.6,Minnesota Timberwolves,Washington Wizards,2024-01-24
3,Nickeil Alexander-Walker,30:48,.615,.625,.750,.500,2.7,15.6,8.0,20.0,1.5,0.0,0.0,6.4,152,107,0.8,Minnesota Timberwolves,Washington Wizards,2024-01-24
4,Jaden McDaniels,30:22,.547,.500,.364,.182,5.5,11.9,8.1,0.0,3.1,0.0,7.8,17.0,110,104,-3.2,Minnesota Timberwolves,Washington Wizards,2024-01-24
6,Kyle Anderson,21:49,.307,.250,.000,.500,3.9,22.0,11.3,27.6,0.0,0.0,0.0,9.0,111,109,-3.1,Minnesota Timberwolves,Washington Wizards,2024-01-24
7,Naz Reid,20:45,.278,.278,.333,.000,0.0,17.3,7.2,12.4,2.3,4.4,0.0,17.4,72,102,-5.2,Minnesota Timberwolves,Washington Wizards,2024-01-24
8,Shake Milton,18:34,.200,.200,.200,.000,9.1,6.5,8.0,19.7,2.5,4.9,16.7,13.0,76,103,-3.6,Minnesota Timberwolves,Washington Wizards,2024-01-24
9,Jordan McLaughlin,13:01,.625,.625,.250,.000,6.5,9.2,7.6,21.3,3.6,0.0,0.0,12.3,146,103,6.2,Minnesota Timberwolves,Washington Wizards,2024-01-24
10,Luka Garza,0:39,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-9.5,Minnesota Timberwolves,Washington Wizards,2024-01-24
11,Wendell Moore Jr.,0:39,,,,,0.0,0.0,0.0,0.0,72.3,0.0,,0.0,0,-48,84.2,Minnesota Timberwolves,Washington Wizards,2024-01-24
12,Troy Brown Jr.,0:0,Minnesota Timberwolves,Washington Wizards,2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
