,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,OG Anunoby,37:21,3,11,.273,1,3,.333,4,4,1.000,1,1,2,0,1,0,0,3,11,+20,New York Knicks,Philadelphia76ers,2024-01-05
1,Isaiah Hartenstein,35:27,8,9,.889,0,0,,1,2,.500,1,5,6,5,2,2,1,4,17,+26,New York Knicks,Philadelphia76ers,2024-01-05
2,Jalen Brunson,32:23,11,20,.550,4,9,.444,3,3,1.000,0,3,3,2,1,1,0,1,29,+14,New York Knicks,Philadelphia76ers,2024-01-05
3,Julius Randle,30:06,1,11,.091,0,3,.000,6,6,1.000,0,7,7,5,1,1,4,3,8,+13,New York Knicks,Philadelphia76ers,2024-01-05
4,Donte DiVincenzo,16:42,4,6,.667,4,6,.667,2,2,1.000,1,1,2,3,1,0,2,4,14,-7,New York Knicks,Philadelphia76ers,2024-01-05
6,Josh Hart,29:35,4,7,.571,0,2,.000,2,2,1.000,3,12,15,6,0,1,2,2,10,+46,New York Knicks,Philadelphia76ers,2024-01-05
7,Quentin Grimes,23:37,6,13,.462,4,9,.444,3,3,1.000,2,6,8,2,1,1,1,3,19,+37,New York Knicks,Philadelphia76ers,2024-01-05
8,Miles McBride,14:58,4,8,.500,4,6,.667,3,3,1.000,0,1,1,4,0,0,0,1,15,+20,New York Knicks,Philadelphia76ers,2024-01-05
9,Precious Achiuwa,12:32,2,3,.667,1,2,.500,0,0,,2,1,3,0,0,1,1,0,5,+10,New York Knicks,Philadelphia76ers,2024-01-05
10,Ryan Arcidiacono,3:30,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,+2,New York Knicks,Philadelphia76ers,2024-01-05
11,Jericho Sims,2:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,New York Knicks,Philadelphia76ers,2024-01-05
12,Malachi Flynn,1:22,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,New York Knicks,Philadelphia76ers,2024-01-05
13,Evan Fournier,0:0,New York Knicks,Philadelphia76ers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Taj Gibson,0:0,New York Knicks,Philadelphia76ers,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
