,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Keldon Johnson,30:47,3,7,.429,0,2,.000,4,5,.800,0,1,1,2,0,0,0,1,10,-16,San Antonio Spurs,Denver Nuggets,2023-11-26
1,Victor Wembanyama,24:56,7,17,.412,2,5,.400,6,7,.857,4,7,11,2,6,4,3,4,22,-10,San Antonio Spurs,Denver Nuggets,2023-11-26
2,Malaki Branham,24:47,6,11,.545,3,5,.600,0,0,,1,1,2,3,1,0,0,3,15,-15,San Antonio Spurs,Denver Nuggets,2023-11-26
3,Zach Collins,20:39,4,9,.444,1,4,.250,0,0,,2,2,4,3,1,0,4,4,9,-14,San Antonio Spurs,Denver Nuggets,2023-11-26
4,Jeremy Sochan,17:10,2,6,.333,0,1,.000,0,0,,0,2,2,3,0,0,3,0,4,-14,San Antonio Spurs,Denver Nuggets,2023-11-26
6,Devin Vassell,26:14,7,13,.538,4,7,.571,1,1,1.000,0,1,1,3,1,0,0,1,19,+5,San Antonio Spurs,Denver Nuggets,2023-11-26
7,Tre Jones,22:20,4,8,.500,0,1,.000,2,2,1.000,0,4,4,6,0,0,1,2,10,+14,San Antonio Spurs,Denver Nuggets,2023-11-26
8,Julian Champagnie,16:48,4,8,.500,3,6,.500,2,4,.500,0,1,1,1,0,1,0,1,13,+2,San Antonio Spurs,Denver Nuggets,2023-11-26
9,Cedi Osman,15:51,1,5,.200,1,3,.333,4,4,1.000,1,2,3,3,0,0,3,2,7,-9,San Antonio Spurs,Denver Nuggets,2023-11-26
10,Charles Bassey,15:15,3,5,.600,0,0,,3,3,1.000,2,4,6,2,0,1,1,3,9,-7,San Antonio Spurs,Denver Nuggets,2023-11-26
11,Doug McDermott,12:08,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,-12,San Antonio Spurs,Denver Nuggets,2023-11-26
12,Devonte' Graham,6:32,1,2,.500,0,1,.000,0,0,,0,0,0,3,0,0,0,0,2,+8,San Antonio Spurs,Denver Nuggets,2023-11-26
13,Sandro Mamukelashvili,6:32,0,0,,0,0,,0,0,,0,0,0,2,1,0,0,1,0,+8,San Antonio Spurs,Denver Nuggets,2023-11-26
