,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jabari Smith Jr.,27:23,.393,.364,.364,.091,3.2,19.5,10.5,10.6,0.0,0.0,14.9,19.0,80,142,-10.6,Houston Rockets,Boston Celtics,2024-01-13
1,Dillon Brooks,24:56,.564,.375,.125,.750,3.5,0.0,1.9,0.0,1.8,0.0,0.0,16.5,130,141,-5.5,Houston Rockets,Boston Celtics,2024-01-13
2,Alperen Şengün,24:25,.519,.471,.118,.176,7.1,34.9,19.7,24.3,7.4,0.0,14.1,33.7,101,121,6.1,Houston Rockets,Boston Celtics,2024-01-13
3,Fred VanVleet,22:38,.417,.417,.500,.000,3.9,0.0,2.1,41.5,0.0,4.4,0.0,10.2,128,143,-0.8,Houston Rockets,Boston Celtics,2024-01-13
4,Jalen Green,20:15,.506,.444,.556,.222,0.0,15.8,7.1,7.2,0.0,0.0,9.2,20.8,102,143,-5.2,Houston Rockets,Boston Celtics,2024-01-13
6,Cam Whitmore,27:45,.666,.615,.538,.615,3.1,23.1,12.1,0.0,1.6,3.6,5.7,24.4,131,135,5.2,Houston Rockets,Boston Celtics,2024-01-13
7,Amen Thompson,24:55,.425,.300,.000,.400,10.5,30.0,19.3,16.9,5.5,0.0,25.4,24.4,83,127,-2.5,Houston Rockets,Boston Celtics,2024-01-13
8,Jeff Green,14:01,.765,.700,.200,.400,0.0,7.6,3.4,11.5,0.0,0.0,0.0,16.2,163,144,4.2,Houston Rockets,Boston Celtics,2024-01-13
9,Jock Landale,12:00,.167,.167,.500,.000,21.8,0.0,12.0,11.1,0.0,0.0,0.0,19.3,74,146,-13.7,Houston Rockets,Boston Celtics,2024-01-13
10,Jeenathan Williams,9:08,.727,.667,.000,.333,19.1,0.0,10.5,0.0,0.0,0.0,0.0,14.6,163,146,1.3,Houston Rockets,Boston Celtics,2024-01-13
11,Jae'Sean Tate,9:01,,,,,0.0,0.0,0.0,0.0,5.0,0.0,100.0,4.3,0,133,-10.4,Houston Rockets,Boston Celtics,2024-01-13
12,Aaron Holiday,8:49,.363,.333,.500,.333,0.0,0.0,0.0,18.7,0.0,0.0,0.0,30.2,87,146,-10.3,Houston Rockets,Boston Celtics,2024-01-13
13,Reggie Bullock,8:05,1.500,1.500,1.000,.000,0.0,39.6,17.8,17.4,0.0,12.4,0.0,4.8,280,129,13.3,Houston Rockets,Boston Celtics,2024-01-13
14,Boban Marjanović,6:39,.225,.250,.000,.250,13.1,32.1,21.7,0.0,0.0,0.0,0.0,25.8,63,139,-19.4,Houston Rockets,Boston Celtics,2024-01-13
