,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Rudy Gobert,35:48,6,9,.667,0,0,,4,4,1.000,9,11,20,1,1,6,2,4,16,+25,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
1,Nickeil Alexander-Walker,34:12,4,9,.444,4,8,.500,2,2,1.000,2,0,2,2,0,1,2,2,14,+23,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
2,Mike Conley,32:26,6,11,.545,2,3,.667,5,5,1.000,0,4,4,7,0,0,2,1,19,+25,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
3,Karl-Anthony Towns,29:25,7,14,.500,2,4,.500,8,9,.889,2,5,7,5,1,0,1,4,24,+17,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
4,Anthony Edwards,3:43,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-3,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
6,Troy Brown Jr.,30:06,8,10,.800,4,6,.667,0,0,,1,3,4,4,1,0,1,2,20,+18,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
7,Naz Reid,23:30,5,12,.417,0,5,.000,0,0,,0,9,9,2,1,1,1,2,10,+7,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
8,Kyle Anderson,22:06,2,11,.182,0,6,.000,3,4,.750,1,5,6,5,0,0,2,0,7,-3,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
9,Shake Milton,21:48,6,9,.667,3,5,.600,2,2,1.000,0,2,2,1,0,0,2,1,17,+9,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
10,Luka Garza,3:28,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+1,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
11,Wendell Moore Jr.,3:28,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+1,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08
12,Jordan McLaughlin,0:0,Minnesota Timberwolves,Memphis Grizzlies,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
