,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jayson Tatum,38:55,.434,.396,.333,.125,5.0,20.6,11.6,22.9,1.5,0.0,0.0,32.1,107,121,2.6,Denver Nuggets,Boston Celtics,2024-01-19
1,Kristaps Porziņģis,36:13,.723,.682,.455,.727,10.8,14.7,12.5,8.8,0.0,2.7,0.0,19.8,160,124,9.0,Denver Nuggets,Boston Celtics,2024-01-19
2,Jaylen Brown,35:44,.327,.342,.474,.105,0.0,7.5,3.2,4.5,3.2,0.0,0.0,27.5,72,120,-10.2,Denver Nuggets,Boston Celtics,2024-01-19
3,Derrick White,35:39,.651,.639,.667,.056,2.7,7.5,4.8,26.0,3.2,2.7,5.1,26.9,134,118,14.8,Denver Nuggets,Boston Celtics,2024-01-19
4,Jrue Holiday,29:52,.500,.500,.429,.000,3.3,4.5,3.8,14.5,0.0,0.0,12.5,13.2,108,128,-3.6,Denver Nuggets,Boston Celtics,2024-01-19
6,Al Horford,27:15,.600,.600,1.000,.000,10.8,34.3,20.7,10.2,0.0,0.0,0.0,9.1,153,121,1.6,Denver Nuggets,Boston Celtics,2024-01-19
7,Sam Hauser,15:58,.000,.000,1.000,.000,0.0,8.4,3.5,7.9,0.0,0.0,0.0,3.1,57,127,-10.3,Denver Nuggets,Boston Celtics,2024-01-19
8,Payton Pritchard,12:21,.750,.750,.500,.000,7.9,10.8,9.1,11.4,0.0,0.0,0.0,8.0,172,126,1.8,Denver Nuggets,Boston Celtics,2024-01-19
9,Luke Kornet,8:03,1.000,1.000,.000,.000,0.0,33.1,14.0,22.9,0.0,0.0,0.0,12.3,206,121,14.7,Denver Nuggets,Boston Celtics,2024-01-19
10,Dalano Banton,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Oshae Brissett,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Svi Mykhailiuk,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Neemias Queta,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lamar Stevens,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
