,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Nikola Jokić,29:49,.752,.667,.167,1.000,3.4,38.8,22.3,47.2,1.6,0.0,5.5,25.3,162,92,20.2,Brooklyn Nets,Denver Nuggets,2023-12-14
1,Justin Holiday,27:18,.167,.167,.833,.000,0.0,3.3,1.7,7.8,7.0,0.0,14.3,10.6,48,97,-7.5,Brooklyn Nets,Denver Nuggets,2023-12-14
2,Aaron Gordon,23:52,.689,.667,.111,.111,0.0,11.2,6.0,11.5,2.0,3.1,17.5,19.8,113,103,0.8,Brooklyn Nets,Denver Nuggets,2023-12-14
3,Michael Porter Jr.,23:25,.507,.438,.500,.250,8.7,15.2,12.2,5.0,2.0,0.0,0.0,15.7,123,103,-2.3,Brooklyn Nets,Denver Nuggets,2023-12-14
4,Jamal Murray,22:23,.533,.533,.267,.000,0.0,4.0,2.1,13.4,6.4,3.3,0.0,27.7,112,96,6.9,Brooklyn Nets,Denver Nuggets,2023-12-14
6,Peyton Watson,24:08,.795,.800,.500,.300,12.7,14.7,13.8,30.1,2.0,3.1,8.1,21.1,157,101,15.2,Brooklyn Nets,Denver Nuggets,2023-12-14
7,Christian Braun,24:01,.479,.450,.300,.100,4.3,11.1,7.9,10.2,0.0,6.1,8.7,19.7,102,106,-2.8,Brooklyn Nets,Denver Nuggets,2023-12-14
8,Reggie Jackson,23:24,.432,.385,.308,.154,0.0,0.0,0.0,21.2,4.1,0.0,6.7,26.3,98,105,-5.1,Brooklyn Nets,Denver Nuggets,2023-12-14
9,Julian Strawther,19:51,.364,.364,.545,.000,0.0,17.9,9.6,6.1,0.0,0.0,0.0,22.9,82,106,-11.1,Brooklyn Nets,Denver Nuggets,2023-12-14
10,DeAndre Jordan,12:20,.500,.500,.000,.000,16.6,14.4,15.4,0.0,0.0,6.0,33.3,10.0,97,104,-11.2,Brooklyn Nets,Denver Nuggets,2023-12-14
11,Zeke Nnaji,5:51,1.250,1.250,.500,.000,52.4,0.0,24.4,26.8,0.0,0.0,0.0,14.1,236,114,25.5,Brooklyn Nets,Denver Nuggets,2023-12-14
12,Jalen Pickett,2:13,1.500,1.500,1.000,.000,0.0,0.0,0.0,85.4,0.0,0.0,0.0,18.6,279,115,50.4,Brooklyn Nets,Denver Nuggets,2023-12-14
13,Hunter Tyson,1:25,,,,,0.0,62.7,33.5,0.0,0.0,0.0,,0.0,0,84,-2.9,Brooklyn Nets,Denver Nuggets,2023-12-14
