,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Coby White,38:08,5,15,.333,1,5,.200,7,9,.778,1,3,4,3,1,2,7,0,18,-12,Chicago Bulls,Cleveland Cavaliers,2024-01-15
1,DeMar DeRozan,38:07,3,8,.375,0,1,.000,0,0,,0,6,6,3,2,1,2,3,6,-17,Chicago Bulls,Cleveland Cavaliers,2024-01-15
2,Nikola Vučević,37:04,8,19,.421,1,7,.143,0,0,,0,10,10,4,0,0,2,3,17,-8,Chicago Bulls,Cleveland Cavaliers,2024-01-15
3,Zach LaVine,34:40,7,14,.500,3,6,.500,0,0,,0,4,4,4,0,0,3,3,17,-18,Chicago Bulls,Cleveland Cavaliers,2024-01-15
4,Alex Caruso,30:52,4,9,.444,2,5,.400,0,0,,0,3,3,3,3,1,2,1,10,-6,Chicago Bulls,Cleveland Cavaliers,2024-01-15
6,Andre Drummond,22:13,3,3,1.000,0,0,,2,4,.500,3,7,10,1,2,2,2,2,8,+4,Chicago Bulls,Cleveland Cavaliers,2024-01-15
7,Ayo Dosunmu,19:13,3,7,.429,1,2,.500,3,3,1.000,1,2,3,3,0,0,0,3,10,+6,Chicago Bulls,Cleveland Cavaliers,2024-01-15
8,Jevon Carter,11:02,2,4,.500,1,3,.333,0,0,,1,1,2,0,0,0,0,1,5,-23,Chicago Bulls,Cleveland Cavaliers,2024-01-15
9,Terry Taylor,4:47,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-5,Chicago Bulls,Cleveland Cavaliers,2024-01-15
10,Dalen Terry,3:54,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-11,Chicago Bulls,Cleveland Cavaliers,2024-01-15
11,Torrey Craig,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Patrick Williams,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
