,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Anthony Davis,37:48,13,20,.650,0,0,,6,7,.857,5,8,13,3,2,3,5,3,32,+3,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
1,LeBron James,35:35,8,23,.348,1,9,.111,5,7,.714,1,5,6,6,2,2,4,1,22,+2,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
2,Max Christie,33:19,5,7,.714,2,4,.500,0,0,,1,4,5,3,0,0,1,3,12,+6,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
3,D'Angelo Russell,31:57,4,12,.333,2,6,.333,0,0,,0,5,5,5,2,0,4,3,10,+3,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
4,Taurean Prince,31:38,3,8,.375,1,3,.333,0,0,,0,4,4,6,1,2,0,0,7,+12,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
6,Austin Reaves,32:21,4,8,.500,1,2,.500,6,6,1.000,1,4,5,10,2,0,2,1,15,-2,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
7,Jaxson Hayes,20:43,5,5,1.000,0,0,,0,0,,0,3,3,1,0,1,1,3,10,+14,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
8,Christian Wood,16:37,5,7,.714,2,3,.667,1,1,1.000,1,2,3,0,0,0,1,1,13,-8,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25
9,Alex Fudge,0:0,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,D'Moi Hodge,0:0,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen Hood-Schifino,0:0,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Maxwell Lewis,0:0,Los Angeles Lakers,Cleveland Cavaliers,2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
