,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,LeBron James,36:41,.618,.563,.292,.333,0.0,15.2,8.0,44.9,0.0,2.5,12.7,38.9,113,136,3.8,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
1,Anthony Davis,35:29,.540,.467,.133,.533,6.9,25.2,16.5,13.7,0.0,12.8,13.9,27.5,102,126,-3.5,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
2,Taurean Prince,34:19,.794,.778,.778,.111,0.0,3.3,1.7,17.5,2.8,5.3,17.5,15.1,126,131,5.6,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
3,Jarred Vanderbilt,20:36,.500,.500,.250,.000,0.0,10.8,5.7,0.0,2.4,0.0,20.0,11.0,72,134,-9.1,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
4,Rui Hachimura,7:36,1.064,1.000,.000,2.000,0.0,14.7,7.7,19.3,6.4,0.0,34.7,17.2,143,123,8.4,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
6,Austin Reaves,36:11,.683,.625,.417,.500,3.4,3.1,3.2,40.2,1.3,2.5,0.0,18.3,153,136,6.0,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
7,Max Christie,29:15,.318,.318,.545,.000,4.2,22.9,14.0,0.0,3.3,0.0,15.4,20.1,57,128,-13.5,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
8,Christian Wood,25:15,.375,.375,1.000,.000,0.0,22.1,11.6,5.1,0.0,3.6,0.0,7.2,82,134,-7.1,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
9,Jaxson Hayes,9:54,.000,.000,.000,.000,0.0,22.6,11.8,0.0,0.0,0.0,0.0,4.6,0,135,-17.0,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
10,Jalen Hood-Schifino,4:44,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,10.3,0.0,0.0,9.6,200,118,11.5,Los Angeles Lakers,New Orleans Pelicans,2023-12-31
11,Cam Reddish,0:0,Los Angeles Lakers,New Orleans Pelicans,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,D'Angelo Russell,0:0,Los Angeles Lakers,New Orleans Pelicans,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
