,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Franz Wagner,35:22,.576,.469,.563,.563,0.0,13.6,7.4,14.6,1.4,2.4,13.1,29.1,109,103,1.5,Orlando Magic,Portland Trail Blazers,2023-10-27
1,Paolo Banchero,35:08,.439,.417,.000,.750,6.5,13.7,10.4,18.7,2.9,0.0,15.8,24.2,90,102,-4.0,Orlando Magic,Portland Trail Blazers,2023-10-27
2,Jalen Suggs,26:59,.870,.800,.200,.600,0.0,17.8,9.7,12.3,7.5,6.4,13.7,12.2,154,86,13.0,Orlando Magic,Portland Trail Blazers,2023-10-27
3,Wendell Carter Jr.,26:05,.457,.357,.429,.571,8.8,25.8,18.0,5.7,0.0,0.0,18.6,18.5,91,102,-7.2,Orlando Magic,Portland Trail Blazers,2023-10-27
4,Markelle Fultz,24:51,.500,.500,.250,.000,4.6,3.9,4.2,41.0,0.0,0.0,11.1,16.2,117,113,-0.4,Orlando Magic,Portland Trail Blazers,2023-10-27
6,Cole Anthony,28:06,.510,.500,.467,.400,4.1,10.2,7.4,13.3,0.0,3.1,5.4,29.7,105,108,-0.8,Orlando Magic,Portland Trail Blazers,2023-10-27
7,Moritz Wagner,21:55,1.007,1.063,.125,.125,20.9,21.9,21.4,11.9,2.3,3.9,10.6,19.3,171,97,17.5,Orlando Magic,Portland Trail Blazers,2023-10-27
8,Gary Harris,18:44,.300,.300,.600,.000,0.0,5.1,2.8,7.7,0.0,0.0,16.7,14.4,61,112,-11.7,Orlando Magic,Portland Trail Blazers,2023-10-27
9,Joe Ingles,15:03,.000,.000,1.000,.000,0.0,6.4,3.5,8.9,3.4,0.0,50.0,6.0,27,104,-12.4,Orlando Magic,Portland Trail Blazers,2023-10-27
10,Jonathan Isaac,7:47,.000,.000,.500,.000,0.0,24.7,13.4,17.1,6.5,0.0,0.0,11.5,32,88,-5.1,Orlando Magic,Portland Trail Blazers,2023-10-27
11,Goga Bitadze,0:0,Orlando Magic,Portland Trail Blazers,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Anthony Black,0:0,Orlando Magic,Portland Trail Blazers,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Caleb Houstan,0:0,Orlando Magic,Portland Trail Blazers,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jett Howard,0:0,Orlando Magic,Portland Trail Blazers,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Chuma Okeke,0:0,Orlando Magic,Portland Trail Blazers,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
