,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,D'Angelo Russell,39:57,9,21,.429,4,10,.400,5,6,.833,2,3,5,10,0,1,5,3,27,-7,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
1,Anthony Davis,35:47,12,20,.600,0,1,.000,2,2,1.000,4,8,12,2,0,0,1,2,26,-9,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
2,Austin Reaves,33:56,5,14,.357,2,8,.250,0,0,,0,2,2,5,2,1,3,3,12,-8,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
3,Taurean Prince,32:35,4,10,.400,2,6,.333,1,1,1.000,0,3,3,2,2,1,1,2,11,-5,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
4,Rui Hachimura,29:44,5,8,.625,1,1,1.000,0,0,,1,2,3,2,1,1,0,1,11,-8,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
6,Jarred Vanderbilt,25:09,4,10,.400,0,1,.000,4,4,1.000,6,3,9,2,3,1,2,3,12,-9,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
7,Cam Reddish,16:25,3,5,.600,2,4,.500,1,4,.250,0,0,0,1,1,3,1,1,9,-1,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
8,Christian Wood,13:33,2,2,1.000,0,0,,2,5,.400,0,7,7,3,0,0,1,0,6,-5,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
9,Max Christie,10:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
10,Maxwell Lewis,0:55,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
11,Jaxson Hayes,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
12,Jalen Hood-Schifino,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,Los Angeles Lakers,Los Angeles Clippers,2024-01-23
