,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Paolo Banchero,45:21,13,25,.520,6,9,.667,11,14,.786,1,3,4,5,0,0,8,4,43,-2,Orlando Magic,Sacramento Kings,2024-01-03
1,Jalen Suggs,39:15,8,18,.444,6,12,.500,2,2,1.000,1,2,3,4,2,2,4,4,24,-13,Orlando Magic,Sacramento Kings,2024-01-03
2,Goga Bitadze,28:04,2,5,.400,0,1,.000,2,2,1.000,1,5,6,2,1,3,1,3,6,-15,Orlando Magic,Sacramento Kings,2024-01-03
3,Gary Harris,11:33,2,4,.500,1,3,.333,0,1,.000,0,1,1,1,1,0,1,2,5,-8,Orlando Magic,Sacramento Kings,2024-01-03
4,Franz Wagner,5:15,2,4,.500,1,1,1.000,1,1,1.000,0,2,2,1,0,0,0,0,6,-1,Orlando Magic,Sacramento Kings,2024-01-03
6,Trevelin Queen,38:04,2,7,.286,0,3,.000,1,2,.500,0,2,2,6,2,1,0,5,5,+1,Orlando Magic,Sacramento Kings,2024-01-03
7,Caleb Houstan,30:55,4,6,.667,4,6,.667,3,3,1.000,0,2,2,1,4,0,1,2,15,+6,Orlando Magic,Sacramento Kings,2024-01-03
8,Chuma Okeke,27:21,4,5,.800,3,4,.750,0,0,,1,6,7,3,0,1,0,2,11,+4,Orlando Magic,Sacramento Kings,2024-01-03
9,Anthony Black,24:31,4,7,.571,1,1,1.000,0,0,,1,1,2,4,0,0,1,1,9,-1,Orlando Magic,Sacramento Kings,2024-01-03
10,Wendell Carter Jr.,21:09,3,7,.429,3,3,1.000,0,0,,1,6,7,3,0,0,1,4,9,+9,Orlando Magic,Sacramento Kings,2024-01-03
11,Moritz Wagner,12:49,0,2,.000,0,1,.000,2,2,1.000,1,2,3,2,0,0,3,2,2,0,Orlando Magic,Sacramento Kings,2024-01-03
12,Admiral Schofield,5:43,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+5,Orlando Magic,Sacramento Kings,2024-01-03
