,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Zach LaVine,39:13,5,19,.263,2,10,.200,8,8,1.000,1,7,8,5,1,1,1,1,20,-6,Chicago Bulls,Milwaukee Bucks,2023-11-13
1,DeMar DeRozan,36:58,3,14,.214,0,3,.000,5,5,1.000,2,2,4,7,0,1,1,3,11,-2,Chicago Bulls,Milwaukee Bucks,2023-11-13
2,Nikola Vučević,36:21,11,24,.458,2,7,.286,2,3,.667,6,6,12,5,1,1,1,5,26,-1,Chicago Bulls,Milwaukee Bucks,2023-11-13
3,Coby White,26:21,6,14,.429,3,8,.375,1,2,.500,0,3,3,1,2,0,1,3,16,+1,Chicago Bulls,Milwaukee Bucks,2023-11-13
4,Torrey Craig,22:29,3,8,.375,1,4,.250,1,1,1.000,7,5,12,2,0,0,0,2,8,+1,Chicago Bulls,Milwaukee Bucks,2023-11-13
6,Patrick Williams,27:15,4,7,.571,3,4,.750,2,2,1.000,0,3,3,2,2,3,0,3,13,-6,Chicago Bulls,Milwaukee Bucks,2023-11-13
7,Ayo Dosunmu,25:30,2,4,.500,1,2,.500,0,0,,1,1,2,1,0,0,1,4,5,-13,Chicago Bulls,Milwaukee Bucks,2023-11-13
8,Jevon Carter,14:13,2,5,.400,2,4,.500,0,0,,0,0,0,1,1,1,0,2,6,-11,Chicago Bulls,Milwaukee Bucks,2023-11-13
9,Andre Drummond,11:39,2,5,.400,0,0,,0,0,,1,2,3,0,2,0,1,2,4,-8,Chicago Bulls,Milwaukee Bucks,2023-11-13
10,Alex Caruso,Did Not Dress,Chicago Bulls,Milwaukee Bucks,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Julian Phillips,0:0,Chicago Bulls,Milwaukee Bucks,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terry Taylor,0:0,Chicago Bulls,Milwaukee Bucks,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
