,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jordan Poole,32:04,.447,.412,.412,.118,3.3,12.7,8.1,13.2,1.5,0.0,21.9,30.8,78,126,-13.8,Dallas Mavericks,Washington Wizards,2023-11-15
1,Kyle Kuzma,29:48,.491,.389,.333,.556,7.2,13.7,10.5,14.5,0.0,0.0,8.2,35.4,104,129,-5.6,Dallas Mavericks,Washington Wizards,2023-11-15
2,Deni Avdija,23:59,1.090,1.083,.667,.333,4.4,8.5,6.5,24.3,5.8,0.0,0.0,12.4,218,116,17.5,Dallas Mavericks,Washington Wizards,2023-11-15
3,Daniel Gafford,23:38,.776,.833,.000,.167,9.0,30.2,19.9,12.4,0.0,0.0,0.0,11.8,166,126,2.8,Dallas Mavericks,Washington Wizards,2023-11-15
4,Tyus Jones,22:19,.857,.857,.143,.000,0.0,13.7,7.0,14.3,0.0,0.0,0.0,13.5,174,129,0.2,Dallas Mavericks,Washington Wizards,2023-11-15
6,Bilal Coulibaly,27:58,1.000,1.000,.400,.000,0.0,29.2,14.9,9.5,0.0,3.4,0.0,7.7,197,124,4.2,Dallas Mavericks,Washington Wizards,2023-11-15
7,Corey Kispert,25:44,.615,.563,.875,.500,0.0,4.0,2.0,19.9,0.0,0.0,0.0,16.4,138,130,-0.3,Dallas Mavericks,Washington Wizards,2023-11-15
8,Landry Shamet,20:52,.167,.167,.583,.000,0.0,9.8,5.0,6.0,0.0,0.0,0.0,24.8,42,130,-24.5,Dallas Mavericks,Washington Wizards,2023-11-15
9,Danilo Gallinari,18:07,.644,.500,.333,.667,11.8,22.5,17.3,7.6,0.0,0.0,20.5,23.3,116,128,-3.9,Dallas Mavericks,Washington Wizards,2023-11-15
10,Johnny Davis,6:37,.667,.667,.000,.000,0.0,15.4,7.9,25.5,7.0,0.0,0.0,19.6,141,112,9.1,Dallas Mavericks,Washington Wizards,2023-11-15
11,Anthony Gill,5:20,,,,,0.0,19.1,9.8,0.0,8.7,0.0,100.0,24.3,0,108,-26.5,Dallas Mavericks,Washington Wizards,2023-11-15
12,Patrick Baldwin Jr.,1:47,,,,,0.0,57.3,29.3,0.0,0.0,0.0,,0.0,0,117,-14.0,Dallas Mavericks,Washington Wizards,2023-11-15
13,Ryan Rollins,1:47,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,200,132,12.4,Dallas Mavericks,Washington Wizards,2023-11-15
14,Jared Butler,0:0,Dallas Mavericks,Washington Wizards,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Mike Muscala,0:0,Dallas Mavericks,Washington Wizards,2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
