,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Stephen Curry,37:03,8,20,.400,4,12,.333,9,9,1.000,3,7,10,6,0,1,5,5,29,+7,Golden State Warriors,Sacramento Kings,2023-11-28
1,Andrew Wiggins,35:55,11,18,.611,2,5,.400,5,6,.833,2,8,10,3,0,0,3,5,29,-1,Golden State Warriors,Sacramento Kings,2023-11-28
2,Klay Thompson,35:47,6,14,.429,3,9,.333,5,6,.833,0,9,9,2,1,2,3,2,20,-5,Golden State Warriors,Sacramento Kings,2023-11-28
3,Draymond Green,33:13,3,8,.375,2,4,.500,0,0,,0,6,6,3,0,2,4,4,8,+5,Golden State Warriors,Sacramento Kings,2023-11-28
4,Kevon Looney,29:11,0,1,.000,0,0,,2,4,.500,1,4,5,2,1,0,0,4,2,+5,Golden State Warriors,Sacramento Kings,2023-11-28
6,Dario Šarić,17:07,3,7,.429,2,4,.500,2,2,1.000,1,1,2,3,0,0,0,3,10,-10,Golden State Warriors,Sacramento Kings,2023-11-28
7,Gary Payton II,16:31,3,4,.750,0,1,.000,1,1,1.000,1,4,5,1,2,1,1,3,7,-9,Golden State Warriors,Sacramento Kings,2023-11-28
8,Moses Moody,13:05,4,4,1.000,3,3,1.000,0,0,,1,0,1,2,0,0,0,1,11,-2,Golden State Warriors,Sacramento Kings,2023-11-28
9,Jonathan Kuminga,9:34,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,2,3,0,+4,Golden State Warriors,Sacramento Kings,2023-11-28
10,Cory Joseph,7:57,1,2,.500,0,0,,2,2,1.000,0,3,3,3,0,0,0,0,4,+1,Golden State Warriors,Sacramento Kings,2023-11-28
11,Chris Paul,4:36,1,2,.500,1,2,.500,0,0,,0,0,0,0,2,0,0,1,3,0,Golden State Warriors,Sacramento Kings,2023-11-28
12,Trayce Jackson-Davis,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brandin Podziemski,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Gui Santos,0:0,Golden State Warriors,Sacramento Kings,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
