,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Taurean Prince,35:58,5,10,.500,2,6,.333,0,0,,0,3,3,1,1,1,1,2,12,-19,Los Angeles Lakers,San Antonio Spurs,2023-12-15
1,LeBron James,35:56,7,17,.412,2,6,.333,7,10,.700,2,5,7,14,2,0,2,1,23,-28,Los Angeles Lakers,San Antonio Spurs,2023-12-15
2,Austin Reaves,34:04,8,18,.444,4,10,.400,2,2,1.000,2,5,7,4,0,0,2,0,22,-8,Los Angeles Lakers,San Antonio Spurs,2023-12-15
3,Max Christie,23:16,1,6,.167,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2,-25,Los Angeles Lakers,San Antonio Spurs,2023-12-15
4,Jaxson Hayes,19:50,3,4,.750,0,0,,2,3,.667,3,4,7,0,1,1,0,5,8,-13,Los Angeles Lakers,San Antonio Spurs,2023-12-15
6,Rui Hachimura,34:09,8,15,.533,0,5,.000,4,5,.800,0,5,5,4,0,1,0,1,20,+1,Los Angeles Lakers,San Antonio Spurs,2023-12-15
7,Christian Wood,30:21,6,10,.600,2,5,.400,3,8,.375,2,6,8,3,1,2,0,1,17,+13,Los Angeles Lakers,San Antonio Spurs,2023-12-15
8,Jarred Vanderbilt,12:53,0,3,.000,0,1,.000,0,0,,0,5,5,1,0,0,0,4,0,-2,Los Angeles Lakers,San Antonio Spurs,2023-12-15
9,D'Moi Hodge,8:04,2,3,.667,1,2,.500,0,0,,0,0,0,3,0,0,0,0,5,+5,Los Angeles Lakers,San Antonio Spurs,2023-12-15
10,Colin Castleton,5:29,3,3,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,6,+6,Los Angeles Lakers,San Antonio Spurs,2023-12-15
11,Anthony Davis,Did Not Dress,Los Angeles Lakers,San Antonio Spurs,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cam Reddish,0:0,Los Angeles Lakers,San Antonio Spurs,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,D'Angelo Russell,0:0,Los Angeles Lakers,San Antonio Spurs,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
