,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,DeMar DeRozan,38:03,9,20,.450,0,4,.000,6,7,.857,1,6,7,6,1,0,2,2,24,+6,Chicago Bulls,Toronto Raptors,2024-01-18
1,Coby White,35:12,10,19,.526,1,6,.167,2,3,.667,2,6,8,4,2,0,2,2,23,+23,Chicago Bulls,Toronto Raptors,2024-01-18
2,Nikola Vučević,34:52,12,20,.600,0,3,.000,0,0,,5,9,14,7,2,1,0,1,24,+23,Chicago Bulls,Toronto Raptors,2024-01-18
3,Alex Caruso,27:34,4,6,.667,2,4,.500,0,0,,0,3,3,4,2,2,1,4,10,+3,Chicago Bulls,Toronto Raptors,2024-01-18
4,Zach LaVine,24:12,3,7,.429,1,3,.333,1,1,1.000,0,2,2,3,0,0,2,4,8,-4,Chicago Bulls,Toronto Raptors,2024-01-18
6,Ayo Dosunmu,32:02,4,9,.444,0,1,.000,2,2,1.000,0,1,1,5,0,1,0,2,10,+10,Chicago Bulls,Toronto Raptors,2024-01-18
7,Patrick Williams,23:26,5,9,.556,2,3,.667,0,0,,0,0,0,1,0,0,0,3,12,-2,Chicago Bulls,Toronto Raptors,2024-01-18
8,Dalen Terry,11:59,0,0,,0,0,,0,0,,1,2,3,0,0,0,2,3,0,-13,Chicago Bulls,Toronto Raptors,2024-01-18
9,Andre Drummond,9:42,1,1,1.000,0,0,,3,4,.750,0,4,4,0,0,1,1,1,5,-12,Chicago Bulls,Toronto Raptors,2024-01-18
10,Jevon Carter,2:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,Chicago Bulls,Toronto Raptors,2024-01-18
11,Torrey Craig,Did Not Dress,Chicago Bulls,Toronto Raptors,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terry Taylor,0:0,Chicago Bulls,Toronto Raptors,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
