,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Zach LaVine,35:51,6,17,.353,1,6,.167,10,11,.909,0,5,5,1,0,0,1,1,23,+2
1,DeMar DeRozan,34:42,6,19,.316,0,1,.000,8,8,1.000,1,2,3,4,0,1,0,2,20,+15
2,Nikola Vučević,34:17,10,19,.526,0,1,.000,4,6,.667,5,12,17,3,1,0,1,3,24,0
3,Coby White,25:29,3,6,.500,1,2,.500,0,0,,0,2,2,3,1,0,1,4,7,+5
4,Patrick Williams,22:21,3,6,.500,1,2,.500,2,2,1.000,0,4,4,0,1,1,1,0,9,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Alex Caruso,26:05,3,5,.600,1,2,.500,1,2,.500,1,3,4,3,0,1,3,1,8,+6
7,Torrey Craig,19:49,2,3,.667,1,1,1.000,0,0,,1,3,4,1,2,1,2,3,5,+5
8,Jevon Carter,17:37,5,7,.714,1,1,1.000,0,0,,0,1,1,2,1,1,3,1,11,+4
9,Andre Drummond,13:43,2,4,.500,0,0,,1,2,.500,2,1,3,2,1,0,1,0,5,+7
10,Ayo Dosunmu,10:06,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,1,0,2,0,-2
11,Julian Phillips,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Dalen Terry,Not With Team,,,,,,,,,,,,,,,,,,,
