,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Rudy Gobert,38:53,5,10,.500,0,1,.000,7,10,.700,3,7,10,4,0,6,3,3,17,+20,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
1,Jaden McDaniels,35:36,5,9,.556,1,2,.500,0,0,,1,2,3,0,1,1,2,0,11,+5,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
2,Anthony Edwards,34:27,11,19,.579,1,6,.167,5,6,.833,0,5,5,5,1,0,3,2,28,+10,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
3,Mike Conley,29:44,7,11,.636,3,6,.500,0,0,,2,2,4,10,2,0,0,1,17,+11,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
4,Karl-Anthony Towns,29:22,5,12,.417,2,5,.400,2,3,.667,0,7,7,2,0,1,1,2,14,-1,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
6,Nickeil Alexander-Walker,24:30,3,5,.600,1,3,.333,0,0,,0,2,2,5,0,0,2,0,7,+13,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
7,Naz Reid,23:47,8,13,.615,4,5,.800,0,0,,0,3,3,1,2,1,0,2,20,+16,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
8,Kyle Anderson,15:03,1,3,.333,0,0,,2,2,1.000,0,3,3,3,1,0,1,3,4,+5,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
9,Jordan McLaughlin,7:18,0,0,,0,0,,0,0,,0,2,2,0,1,0,2,0,0,-4,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
10,Luka Garza,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
11,Wendell Moore Jr.,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
12,Troy Brown Jr.,0:0,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Shake Milton,0:0,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
