,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyler Herro,34:30,.333,.333,.292,.000,0.0,5.7,2.7,15.3,4.5,0.0,7.7,32.8,72,108,-8.5
1,Jimmy Butler,34:28,.433,.333,.000,.500,20.3,14.2,17.4,19.4,3.0,0.0,0.0,27.7,118,108,5.3
2,Bam Adebayo,32:09,.632,.538,.000,.769,5.4,18.3,11.5,16.9,0.0,5.0,10.3,26.2,126,109,4.2
3,Kyle Lowry,31:52,.000,.000,.000,.000,0.0,6.1,2.9,8.1,3.2,2.5,0.0,1.4,82,109,-7.2
4,Kevin Love,27:44,.658,.611,.667,.222,6.3,28.3,16.6,11.5,0.0,0.0,9.2,17.1,132,107,0.1
5,player,,,,,,,,,,,,,,,,
6,Duncan Robinson,22:06,.750,.750,.500,.000,3.9,4.4,4.2,9.1,0.0,0.0,0.0,19.7,151,118,6.8
7,Caleb Martin,19:30,.143,.143,.429,.000,4.5,10.0,7.1,7.1,2.6,0.0,0.0,15.6,51,110,-13.6
8,Thomas Bryant,15:50,.556,.400,.000,1.000,11.0,24.7,17.5,29.4,3.2,0.0,12.2,22.5,123,102,8.2
9,Jaime Jaquez Jr.,13:11,1.000,1.000,.000,.000,0.0,14.9,7.0,27.9,7.8,0.0,25.0,13.2,142,96,9.9
10,Dru Smith,8:40,.500,.500,.500,.000,0.0,0.0,0.0,17.6,0.0,0.0,0.0,10.0,120,120,-7.9
11,Jamal Cain,Did Not Play,,,,,,,,,,,,,,,
12,R.J. Hampton,Did Not Play,,,,,,,,,,,,,,,
13,Nikola Jović,Did Not Play,,,,,,,,,,,,,,,
14,Orlando Robinson,Did Not Play,,,,,,,,,,,,,,,
