,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Grayson Allen,30:39,6,10,.600,3,7,.429,2,2,1.000,0,4,4,3,2,0,3,2,17,+22
1,Kevin Durant,29:25,8,11,.727,1,4,.250,9,9,1.000,0,4,4,7,1,1,2,1,26,+30
2,Eric Gordon,25:45,9,14,.643,3,7,.429,0,0,,0,2,2,4,1,0,0,1,21,+23
3,Josh Okogie,23:15,2,4,.500,0,2,.000,3,3,1.000,0,1,1,0,0,0,0,3,7,+25
4,Jusuf Nurkić,22:48,3,8,.375,0,2,.000,4,6,.667,2,5,7,6,2,1,2,3,10,+15
5,player,,,,,,,,,,,,,,,,,,,,
6,Jordan Goodwin,24:58,2,9,.222,2,5,.400,6,6,1.000,2,3,5,5,1,0,2,2,12,+3
7,Nassir Little,20:39,3,8,.375,0,5,.000,0,0,,0,1,1,0,1,0,0,2,6,-1
8,Yuta Watanabe,20:32,2,7,.286,1,4,.250,2,2,1.000,1,3,4,0,2,1,0,2,7,+2
9,Drew Eubanks,19:10,6,7,.857,0,0,,0,0,,2,3,5,2,0,2,0,3,12,+11
10,Udoka Azubuike,6:02,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,0,2,-4
11,Keita Bates-Diop,6:02,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-4
12,Saben Lee,4:05,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,1,0,0,2,-4
13,Bol Bol,4:05,0,0,,0,0,,0,0,,0,1,1,0,0,1,2,0,0,-4
14,Chimezie Metu,2:35,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-4
