,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Anfernee Simons,38:29,10,19,.526,4,9,.444,0,0,,0,3,3,5,0,0,3,0,24,-11,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
1,Jerami Grant,37:52,7,14,.500,0,1,.000,4,4,1.000,0,3,3,4,2,0,0,3,18,+2,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
2,Malcolm Brogdon,35:44,5,12,.417,2,6,.333,2,2,1.000,1,5,6,6,1,0,3,3,14,+9,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
3,Deandre Ayton,35:00,10,17,.588,0,0,,0,0,,3,8,11,1,1,1,1,3,20,-10,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
4,Jabari Walker,16:27,3,4,.750,1,2,.500,1,1,1.000,1,4,5,2,1,0,1,3,8,-6,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
6,Toumani Camara,22:43,2,3,.667,0,0,,0,0,,1,3,4,2,2,0,0,2,4,0,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
7,Scoot Henderson,22:00,6,11,.545,1,2,.500,2,2,1.000,0,0,0,4,0,0,2,1,15,+5,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
8,Matisse Thybulle,18:45,2,6,.333,2,6,.333,0,0,,1,2,3,1,1,0,0,2,6,+13,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
9,Duop Reath,13:00,4,6,.667,2,2,1.000,0,0,,2,2,4,1,1,0,1,3,10,+13,Milwaukee Bucks,Portland Trail Blazers,2024-01-31
10,Kris Murray,0:0,Milwaukee Bucks,Portland Trail Blazers,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Rayan Rupert,0:0,Milwaukee Bucks,Portland Trail Blazers,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Shaedon Sharpe,Did Not Dress,Milwaukee Bucks,Portland Trail Blazers,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
