,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,De'Andre Hunter,31:05,7,11,.636,3,5,.600,3,3,1.000,1,3,4,0,2,0,2,4,20,+21,Atlanta Hawks,Washington Wizards,2023-11-25
1,Trae Young,30:22,9,17,.529,5,8,.625,3,3,1.000,0,6,6,10,2,0,2,1,26,+40,Atlanta Hawks,Washington Wizards,2023-11-25
2,Dejounte Murray,26:43,4,14,.286,1,6,.167,2,2,1.000,0,5,5,10,4,0,0,0,11,+19,Atlanta Hawks,Washington Wizards,2023-11-25
3,Clint Capela,18:24,6,14,.429,0,0,,0,2,.000,7,4,11,1,0,0,0,2,12,+21,Atlanta Hawks,Washington Wizards,2023-11-25
4,Jalen Johnson,8:28,3,4,.750,1,2,.500,1,2,.500,1,0,1,1,2,1,0,0,8,+7,Atlanta Hawks,Washington Wizards,2023-11-25
6,Saddiq Bey,31:56,6,14,.429,0,4,.000,1,2,.500,3,6,9,1,1,0,1,1,13,+30,Atlanta Hawks,Washington Wizards,2023-11-25
7,Onyeka Okongwu,24:41,3,6,.500,0,1,.000,3,4,.750,3,3,6,1,1,1,0,2,9,+9,Atlanta Hawks,Washington Wizards,2023-11-25
8,Bogdan Bogdanović,21:04,6,9,.667,3,3,1.000,0,1,.000,0,3,3,1,1,0,2,3,15,+13,Atlanta Hawks,Washington Wizards,2023-11-25
9,Garrison Mathews,14:23,2,3,.667,2,3,.667,0,0,,1,1,2,1,0,0,0,1,6,+1,Atlanta Hawks,Washington Wizards,2023-11-25
10,Trent Forrest,9:09,1,2,.500,0,0,,0,0,,0,0,0,2,0,0,1,1,2,-7,Atlanta Hawks,Washington Wizards,2023-11-25
11,Wesley Matthews,7:45,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-6,Atlanta Hawks,Washington Wizards,2023-11-25
12,AJ Griffin,6:10,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,0,6,-4,Atlanta Hawks,Washington Wizards,2023-11-25
13,Bruno Fernando,4:55,2,2,1.000,0,0,,1,1,1.000,1,0,1,0,0,0,1,0,5,-2,Atlanta Hawks,Washington Wizards,2023-11-25
14,Patty Mills,4:55,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,-2,Atlanta Hawks,Washington Wizards,2023-11-25
