,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Max Strus,37:28,3,11,.273,2,9,.222,0,0,,1,4,5,4,2,0,2,2,8,-9
1,Donovan Mitchell,36:52,7,18,.389,1,10,.100,2,4,.500,0,2,2,9,1,0,4,1,17,-6
2,Jarrett Allen,31:09,11,19,.579,0,0,,7,7,1.000,5,11,16,2,1,1,1,3,29,-10
3,Isaac Okoro,27:02,1,2,.500,1,2,.500,0,0,,4,1,5,1,0,0,2,0,3,-17
4,Dean Wade,10:58,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,2,0,-21
5,player,,,,,,,,,,,,,,,,,,,,
6,Georges Niang,26:55,4,7,.571,3,6,.500,0,0,,0,4,4,1,0,1,1,2,11,+27
7,Caris LeVert,26:28,9,13,.692,4,5,.800,1,3,.333,0,2,2,3,2,0,4,2,23,+3
8,Sam Merrill,22:37,5,11,.455,5,9,.556,3,3,1.000,0,3,3,3,0,0,0,0,18,+23
9,Tristan Thompson,16:51,3,4,.750,0,0,,2,4,.500,2,2,4,2,0,0,1,4,8,+12
10,Craig Porter Jr.,3:40,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,0,0,+8
11,Emoni Bates,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Damian Jones,Did Not Play,,,,,,,,,,,,,,,,,,,
