,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Scottie Barnes,39:09,4,15,.267,0,4,.000,6,8,.750,6,8,14,7,4,2,0,2,14,+9
1,Pascal Siakam,37:11,15,25,.600,0,5,.000,1,4,.250,4,8,12,5,0,0,3,2,31,+7
2,OG Anunoby,35:43,9,17,.529,3,8,.375,5,6,.833,1,4,5,2,0,0,2,4,26,+9
3,Dennis Schröder,29:43,7,13,.538,1,4,.250,3,4,.750,0,2,2,5,2,1,2,4,18,+1
4,Jakob Poeltl,20:43,2,5,.400,0,0,,0,1,.000,3,3,6,3,2,0,1,4,4,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Gary Trent Jr.,26:07,6,11,.545,4,8,.500,0,0,,0,2,2,1,1,0,0,0,16,+9
7,Otto Porter Jr.,15:05,0,3,.000,0,2,.000,0,0,,0,3,3,0,1,0,0,1,0,+9
8,Chris Boucher,14:53,4,4,1.000,1,1,1.000,1,2,.500,1,1,2,0,0,1,1,5,10,+4
9,Malachi Flynn,14:47,2,5,.400,2,4,.500,2,2,1.000,0,4,4,4,0,0,0,2,8,+7
10,Gradey Dick,6:37,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,1,0,0
11,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Thaddeus Young,Did Not Play,,,,,,,,,,,,,,,,,,,
