,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Stephen Curry,32:37,12,26,.462,7,17,.412,3,4,.750,0,2,2,4,0,0,3,1,34,+17,Golden State Warriors,Detroit Pistons,2023-11-06
1,Klay Thompson,28:11,8,16,.500,1,8,.125,0,0,,1,0,1,3,0,0,2,1,17,+1,Golden State Warriors,Detroit Pistons,2023-11-06
2,Draymond Green,27:33,2,4,.500,0,1,.000,2,2,1.000,3,6,9,8,0,0,1,2,6,+1,Golden State Warriors,Detroit Pistons,2023-11-06
3,Kevon Looney,25:09,5,6,.833,0,0,,0,0,,2,4,6,1,0,2,2,4,10,+5,Golden State Warriors,Detroit Pistons,2023-11-06
4,Andrew Wiggins,21:34,2,9,.222,0,2,.000,0,2,.000,3,3,6,1,1,1,2,0,4,-4,Golden State Warriors,Detroit Pistons,2023-11-06
6,Gary Payton II,23:36,3,5,.600,0,0,,0,0,,4,2,6,0,2,0,0,2,6,+11,Golden State Warriors,Detroit Pistons,2023-11-06
7,Chris Paul,21:24,6,9,.667,2,3,.667,3,3,1.000,0,5,5,6,0,0,0,0,17,+13,Golden State Warriors,Detroit Pistons,2023-11-06
8,Dario Šarić,20:54,4,8,.500,2,5,.400,2,2,1.000,3,3,6,1,1,0,0,1,12,+1,Golden State Warriors,Detroit Pistons,2023-11-06
9,Moses Moody,19:19,2,6,.333,0,2,.000,0,0,,1,1,2,2,3,0,0,0,4,+8,Golden State Warriors,Detroit Pistons,2023-11-06
10,Jonathan Kuminga,18:41,2,8,.250,0,3,.000,6,8,.750,0,1,1,0,1,1,1,3,10,0,Golden State Warriors,Detroit Pistons,2023-11-06
11,Trayce Jackson-Davis,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1,Golden State Warriors,Detroit Pistons,2023-11-06
12,Brandin Podziemski,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1,Golden State Warriors,Detroit Pistons,2023-11-06
13,Cory Joseph,0:0,Golden State Warriors,Detroit Pistons,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
