,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandin Podziemski,35:44,.796,.821,.357,.071,2.8,28.1,14.8,12.0,2.8,0.0,0.0,17.4,164,125,9.1
1,Klay Thompson,35:32,.448,.435,.739,.043,5.6,3.1,4.5,10.8,0.0,0.0,7.9,30.9,97,138,-8.3
2,Dario Šarić,34:04,.607,.611,.556,.222,0.0,19.7,9.3,21.2,1.4,0.0,23.3,16.3,109,130,-1.7
3,Andrew Wiggins,32:29,.269,.269,.231,.000,9.2,3.4,6.5,3.5,0.0,0.0,0.0,17.3,80,138,-15.5
4,Kevon Looney,18:26,.500,.500,.000,.000,21.7,12.1,17.2,19.9,0.0,4.1,0.0,14.1,145,133,1.2
5,player,,,,,,,,,,,,,,,,
6,Jonathan Kuminga,29:36,.678,.611,.167,.333,0.0,11.3,5.3,10.5,1.7,2.6,0.0,30.1,145,131,8.7
7,Cory Joseph,18:25,.750,.750,1.000,.000,0.0,18.2,8.6,11.7,0.0,4.1,33.3,7.0,116,131,-2.7
8,Trayce Jackson-Davis,18:11,.676,.750,.000,.250,0.0,12.3,5.8,8.5,2.7,4.2,0.0,21.1,135,127,5.9
9,Lester Quinones,17:33,.510,.500,.200,.400,11.4,12.7,12.0,13.2,0.0,0.0,14.5,16.9,114,136,-5.8
10,Usman Garuba,Did Not Play,,,,,,,,,,,,,,,
11,Draymond Green,Did Not Play,,,,,,,,,,,,,,,
12,Jerome Robinson,Did Not Play,,,,,,,,,,,,,,,
